site,code,date,nox,no2,no,o3,pm2.5,v2.5,nv2.5,ws,wd,air_temp
London Eltham,LON6,2018-01-09 21:00:00,23.18021,18.42697,3.09998,14.76818,28.4,9.4,19,2.7,172.9,7.6
London Eltham,LON6,2018-01-09 22:00:00,20.01242,14.70295,3.46274,16.41463,21.6,6.4,15.2,3.2,190.7,8.4
London Eltham,LON6,2018-01-09 23:00:00,14.43107,11.90275,1.64893,16.36474,27,9.2,17.8,3.3,194.5,8.9
London Eltham,LON6,2018-01-10 00:00:00,14.36416,10.9926,2.19888,16.11528,16.6,6.9,9.7,2.7,146.8,7.4
London Eltham,LON6,2018-01-10 01:00:00,NA,NA,NA,16.01549,15,7.4,7.6,2.9,153.3,7.7
London Eltham,LON6,2018-01-10 02:00:00,10.16902,7.84264,1.51723,16.31485,14.1,6.8,7.3,2.7,156.1,8
London Eltham,LON6,2018-01-10 03:00:00,9.11185,7.19005,1.25336,21.65335,12.4,6.3,6.1,2.4,164.6,8
London Eltham,LON6,2018-01-10 04:00:00,6.6451,4.41987,1.45126,49.04433,6.6,4.8,1.8,2.3,192.6,8.1
London Eltham,LON6,2018-01-10 05:00:00,6.59476,4.47067,1.3853,57.92519,4.9,4.4,0.5,3.3,251.5,8.3
London Eltham,LON6,2018-01-10 06:00:00,15.75695,12.36852,2.20988,53.68433,6.5,3.8,2.7,4.1,267,7
London Eltham,LON6,2018-01-10 07:00:00,34.28269,26.69666,4.94748,39.16561,5.5,1.7,3.8,3.7,269,6.3
London Eltham,LON6,2018-01-10 08:00:00,49.53623,37.5503,7.81702,23.84862,10,2.7,7.3,3.5,268.9,5.8
London Eltham,LON6,2018-01-10 09:00:00,48.37837,37.55563,7.05841,22.00259,9.1,2.1,7,3.4,272.8,5.5
London Eltham,LON6,2018-01-10 10:00:00,42.18634,32.12221,6.56366,27.04174,8.7,2.1,6.6,3.2,275.4,5.1
London Eltham,LON6,2018-01-10 11:00:00,45.20684,32.56346,8.2458,24.84647,11.2,6.1,5.1,2.9,274.7,4.8
London Eltham,LON6,2018-01-10 12:00:00,49.13349,33.50627,10.19181,27.24131,7.1,1.9,5.2,2.9,272.6,4.7
London Eltham,LON6,2018-01-10 13:00:00,36.44739,28.30505,5.3103,29.73593,11,4,7,2.7,276,4.5
London Eltham,LON6,2018-01-10 14:00:00,45.71026,34.02777,7.61912,24.597,NA,NA,NA,2.6,276,4.2
London Eltham,LON6,2018-01-10 15:00:00,52.55673,39.91334,8.2458,11.37549,NA,NA,NA,2.4,277.5,4
London Eltham,LON6,2018-01-10 16:00:00,77.42552,49.7618,18.04181,1.74624,NA,NA,NA,2.3,284.4,3.7
London Eltham,LON6,2018-01-10 17:00:00,130.43533,51.84405,51.2559,1.09764,NA,NA,NA,2,292.6,3.5
London Eltham,LON6,2018-01-10 18:00:00,230.91735,52.08932,116.6286,0.99785,NA,NA,NA,1.8,299.5,3.1
London Eltham,LON6,2018-01-10 19:00:00,181.07907,48.17182,86.67985,0.6985,NA,NA,NA,1.6,306.6,2.8
London Eltham,LON6,2018-01-10 20:00:00,148.1556,44.63157,67.51661,1.09764,NA,NA,NA,1.4,320.5,2.4
London Eltham,LON6,2018-01-10 21:00:00,191.85219,46.35213,94.89267,1.3471,NA,NA,NA,1.3,331.7,2.1
London Eltham,LON6,2018-01-10 22:00:00,152.88772,37.78235,75.06977,0.94796,NA,NA,NA,1.2,331.5,1.8
London Eltham,LON6,2018-01-10 23:00:00,183.94855,41.23003,93.07859,0.94796,NA,NA,NA,1.3,342.3,1.3
London Eltham,LON6,2018-01-11 00:00:00,151.74041,40.93492,72.26546,1.09764,NA,NA,NA,0.6,327.4,3.1
London Eltham,LON6,2018-01-11 01:00:00,NA,NA,NA,0.89807,NA,NA,NA,0.7,277.5,2.4
London Eltham,LON6,2018-01-11 02:00:00,159.41815,31.14545,83.65728,1.04774,NA,NA,NA,1.2,319.3,2.6
London Eltham,LON6,2018-01-11 03:00:00,149.69077,27.53834,79.66574,1.24731,NA,NA,NA,1.1,318.2,2.6
London Eltham,LON6,2018-01-11 04:00:00,146.36431,27.39846,77.5875,0.89807,NA,NA,NA,1.3,325.3,2.9
London Eltham,LON6,2018-01-11 05:00:00,77.11343,32.90588,28.83141,0.59871,NA,NA,NA,1.6,307.3,2.8
London Eltham,LON6,2018-01-11 06:00:00,69.30128,34.45117,22.72865,0.6486,NA,NA,NA,2,323,3.1
London Eltham,LON6,2018-01-11 07:00:00,77.41583,35.83848,27.11604,0.6985,NA,NA,NA,1.9,323.5,3.3
London Eltham,LON6,2018-01-11 08:00:00,75.551,33.0632,27.70982,0.59871,NA,NA,NA,1.8,315.4,3.5
London Eltham,LON6,2018-01-11 09:00:00,96.71939,32.6842,41.76266,0.74839,NA,NA,NA,2.2,318.2,3.5
London Eltham,LON6,2018-01-11 10:00:00,95.40897,29.45171,43.0162,0.6486,19,4.1,14.9,1.6,326.2,4
London Eltham,LON6,2018-01-11 11:00:00,72.87975,24.92923,31.27252,0.84817,24.6,7.9,16.7,2.1,333.3,4.5
London Eltham,LON6,2018-01-11 12:00:00,55.54183,22.5632,21.5081,1.49678,14.2,3.7,10.5,2.7,340.9,4.3
London Eltham,LON6,2018-01-11 13:00:00,55.03782,22.76732,21.04627,1.84602,16.5,4.8,11.7,2.8,334,3.8
London Eltham,LON6,2018-01-11 14:00:00,46.41926,23.45561,14.9765,1.74624,22.3,6.6,15.7,2.6,334.4,3.3
London Eltham,LON6,2018-01-11 15:00:00,65.16841,27.23287,24.74091,1.74624,22.1,6.5,15.6,2.2,341.1,3.2
London Eltham,LON6,2018-01-11 16:00:00,54.181,27.22148,17.58254,0.84817,23.8,6.4,17.4,1.9,354.8,3.4
London Eltham,LON6,2018-01-11 17:00:00,56.70105,28.98282,18.07736,0.39914,21.8,4.5,17.3,2,341.2,3.4
London Eltham,LON6,2018-01-11 18:00:00,54.1306,29.85186,15.83418,0.54882,27.7,8,19.7,2.3,335,3.8
London Eltham,LON6,2018-01-11 19:00:00,46.97367,30.83842,10.52314,0.99785,30.8,10.4,20.4,2.3,330,4
London Eltham,LON6,2018-01-11 20:00:00,38.95992,28.18623,7.02642,2.14538,20,6.4,13.6,1.9,335.8,4.4
London Eltham,LON6,2018-01-11 21:00:00,33.46622,26.38492,4.6183,1.84602,19.8,6.3,13.5,1.5,350.6,4.8
London Eltham,LON6,2018-01-11 22:00:00,35.93587,27.43831,5.54197,2.04559,25.2,9,16.2,1.5,44.9,4.9
London Eltham,LON6,2018-01-11 23:00:00,27.87172,23.67352,2.73799,4.59011,25.8,9.7,16.1,2,81.6,5
London Eltham,LON6,2018-01-12 00:00:00,24.42272,21.25255,2.06753,6.53592,19.5,7,12.5,0.8,358.1,4.4
London Eltham,LON6,2018-01-12 01:00:00,NA,NA,NA,5.38839,24.1,9,15.1,0.6,3.7,4.3
London Eltham,LON6,2018-01-12 02:00:00,18.6198,15.93865,1.74861,8.23226,26,9.4,16.6,0.5,329.3,4.2
London Eltham,LON6,2018-01-12 03:00:00,17.50968,15.63793,1.22073,5.9871,25.2,8.1,17.1,0.9,324.2,3.9
London Eltham,LON6,2018-01-12 04:00:00,21.74833,17.85307,2.54043,2.29506,23.6,8.2,15.4,0.7,346.8,3.5
London Eltham,LON6,2018-01-12 05:00:00,38.90479,22.5649,10.6566,0.84817,22.9,8.8,14.1,0.8,24,3.6
London Eltham,LON6,2018-01-12 06:00:00,57.87782,26.86744,20.22444,0.74839,33.3,12.1,21.2,1,71.6,3.5
London Eltham,LON6,2018-01-12 07:00:00,67.91939,29.92788,24.77742,0.6985,22.5,8.6,13.9,1.1,93.4,3.5
London Eltham,LON6,2018-01-12 08:00:00,83.41066,31.05219,34.14731,0.84817,20.6,8.2,12.4,1.2,99.2,3.5
London Eltham,LON6,2018-01-12 09:00:00,58.38242,34.60611,15.50651,5.43828,24.9,11.6,13.3,1.2,118,3
London Eltham,LON6,2018-01-12 10:00:00,62.06601,37.07559,16.29833,5.53807,18.7,7.6,11.1,1,100.9,3.1
London Eltham,LON6,2018-01-12 11:00:00,52.68042,33.86172,12.27324,11.9742,22.3,9.9,12.4,0.9,130.7,3.4
London Eltham,LON6,2018-01-12 12:00:00,41.1755,29.33793,7.72026,15.91571,23.9,10.2,13.7,1,136.3,3.8
London Eltham,LON6,2018-01-12 13:00:00,37.18915,28.79156,5.47677,15.41678,24.9,10.1,14.8,1.5,144.8,4
London Eltham,LON6,2018-01-12 14:00:00,40.06538,29.34074,6.99442,14.56861,19.2,6.7,12.5,1.6,161.3,4.1
London Eltham,LON6,2018-01-12 15:00:00,37.54237,31.67417,3.82714,12.87227,19.6,6.8,12.8,1.6,157.4,4.1
London Eltham,LON6,2018-01-12 16:00:00,79.67661,48.00859,20.65335,3.04344,20.5,5.5,15,1.9,138.3,4
London Eltham,LON6,2018-01-12 17:00:00,30.98255,24.60847,4.15706,31.33249,21.4,8.9,12.5,2.2,133.9,4
London Eltham,LON6,2018-01-12 18:00:00,27.85402,23.7564,2.6724,32.6297,17.3,5.3,12,2.5,142.8,4
London Eltham,LON6,2018-01-12 19:00:00,30.07426,24.81312,3.43123,30.33464,NA,NA,NA,2.8,138.5,4.2
London Eltham,LON6,2018-01-12 20:00:00,17.20692,14.07047,2.04554,40.81207,NA,NA,NA,3.3,140.8,4
London Eltham,LON6,2018-01-12 21:00:00,14.53253,11.24432,2.14452,42.80777,NA,NA,NA,3.2,143.6,4.2
London Eltham,LON6,2018-01-12 22:00:00,15.08759,12.65937,1.58364,39.51486,NA,NA,NA,3.2,150.8,4.1
London Eltham,LON6,2018-01-12 23:00:00,19.72993,15.88525,2.50744,35.274,NA,NA,NA,3.2,154.2,4.3
London Eltham,LON6,2018-01-13 00:00:00,22.02646,18.99076,1.97984,29.88561,NA,NA,NA,2.9,148.3,5.5
London Eltham,LON6,2018-01-13 01:00:00,NA,NA,NA,42.90755,NA,NA,NA,3,155.4,5.5
London Eltham,LON6,2018-01-13 02:00:00,11.26583,9.14084,1.38589,40.31314,NA,NA,NA,2.9,157.5,5.4
London Eltham,LON6,2018-01-13 03:00:00,12.27622,10.15122,1.38589,37.46927,NA,NA,NA,3.3,158.3,5.3
London Eltham,LON6,2018-01-13 04:00:00,11.77102,9.79781,1.28689,33.77722,NA,NA,NA,3.2,162.4,5.3
London Eltham,LON6,2018-01-13 05:00:00,14.24648,11.81791,1.58387,31.23271,NA,NA,NA,3.2,162.9,5.3
London Eltham,LON6,2018-01-13 06:00:00,17.98491,14.49385,2.27681,27.19141,NA,NA,NA,3.1,155.6,5.6
London Eltham,LON6,2018-01-13 07:00:00,23.23893,18.17942,3.29973,20.70539,NA,NA,NA,3.3,158.4,5.7
London Eltham,LON6,2018-01-13 08:00:00,31.42308,22.21477,6.0055,13.52087,NA,NA,NA,3.3,154.1,5.8
London Eltham,LON6,2018-01-13 09:00:00,36.32346,22.00505,9.33822,13.22151,NA,NA,NA,3.2,149,5.9
London Eltham,LON6,2018-01-13 10:00:00,27.93723,17.61584,6.73144,20.40603,NA,NA,NA,3.7,143.1,5.6
London Eltham,LON6,2018-01-13 11:00:00,23.28945,15.44721,5.11457,27.44088,NA,NA,NA,3.5,131.4,4.3
London Eltham,LON6,2018-01-13 12:00:00,21.87491,15.39874,4.22365,30.68389,NA,NA,NA,3.1,134.3,3.9
London Eltham,LON6,2018-01-13 13:00:00,22.6327,14.68927,5.18057,29.08733,NA,NA,NA,2.8,129.1,4
London Eltham,LON6,2018-01-13 14:00:00,20.61192,14.13575,4.22365,30.73378,NA,NA,NA,2.9,116.1,3.2
London Eltham,LON6,2018-01-13 15:00:00,21.82439,16.15774,3.69569,28.83787,NA,NA,NA,2.7,122.8,3.1
London Eltham,LON6,2018-01-13 16:00:00,20.86452,16.61453,2.77177,29.38668,NA,NA,NA,2.9,118.1,3.1
London Eltham,LON6,2018-01-13 17:00:00,21.47075,16.56303,3.20073,28.23916,NA,NA,NA,3,117,2.8
London Eltham,LON6,2018-01-13 18:00:00,22.32958,17.42186,3.20073,27.64045,NA,NA,NA,2.9,117.4,2.8
London Eltham,LON6,2018-01-13 19:00:00,23.54205,19.44384,2.67278,23.44948,NA,NA,NA,2.7,117.8,2.8
London Eltham,LON6,2018-01-13 20:00:00,20.51088,16.46327,2.63978,26.14367,NA,NA,NA,2.8,117.7,2.8
London Eltham,LON6,2018-01-13 21:00:00,16.51985,13.63593,1.88084,30.33464,NA,NA,NA,2.9,115.9,2.5
London Eltham,LON6,2018-01-13 22:00:00,17.78283,15.30367,1.61687,29.58625,NA,NA,NA,2.5,117.3,2.7
London Eltham,LON6,2018-01-13 23:00:00,18.43959,16.06162,1.55087,29.13722,NA,NA,NA,2.3,118.1,2.9
London Eltham,LON6,2018-01-14 00:00:00,14.8364,12.81231,1.32008,32.28045,NA,NA,NA,1.9,82.8,1.7
London Eltham,LON6,2018-01-14 01:00:00,NA,NA,NA,28.13937,NA,NA,NA,1.9,73.3,0.7
London Eltham,LON6,2018-01-14 02:00:00,17.85426,15.93138,1.25407,27.24131,NA,NA,NA,1.8,74.6,0.1
London Eltham,LON6,2018-01-14 03:00:00,18.20831,15.77941,1.58409,26.19356,NA,NA,NA,1.1,58.3,-0.7
London Eltham,LON6,2018-01-14 04:00:00,19.4222,17.1957,1.45209,22.05249,NA,NA,NA,1,24,-1.2
London Eltham,LON6,2018-01-14 05:00:00,21.74882,19.42112,1.51809,19.45808,NA,NA,NA,0.5,340.3,-1.8
London Eltham,LON6,2018-01-14 06:00:00,25.44106,23.51818,1.25407,17.01334,NA,NA,NA,0.3,335.3,-2.3
London Eltham,LON6,2018-01-14 07:00:00,29.08272,26.09719,1.94711,15.41678,NA,NA,NA,0.4,356.6,-2.5
London Eltham,LON6,2018-01-14 08:00:00,30.85298,27.71564,2.04612,15.61635,NA,NA,NA,0.4,356.5,-2.2
London Eltham,LON6,2018-01-14 09:00:00,28.37462,24.12403,2.77216,15.41678,NA,NA,NA,0.4,333.5,0.4
London Eltham,LON6,2018-01-14 10:00:00,32.77497,26.24727,4.25725,13.02194,NA,NA,NA,1.4,138.1,3.4
London Eltham,LON6,2018-01-14 11:00:00,38.03515,29.98939,5.24731,11.3256,NA,NA,NA,1.6,129.3,5
London Eltham,LON6,2018-01-14 12:00:00,31.35876,24.17324,4.68627,18.21076,NA,NA,NA,1.7,137.8,5.7
London Eltham,LON6,2018-01-14 13:00:00,34.29233,24.47549,6.40238,17.01334,NA,NA,NA,2,133.3,5.7
London Eltham,LON6,2018-01-14 14:00:00,29.1333,23.56706,3.63021,18.56001,NA,NA,NA,1.6,147.7,5.1
London Eltham,LON6,2018-01-14 15:00:00,32.82554,26.75327,3.96023,16.06539,NA,NA,NA,1.6,154.7,3
London Eltham,LON6,2018-01-14 16:00:00,37.57994,29.53418,5.24731,14.46883,NA,NA,NA,1.7,177.4,1.5
London Eltham,LON6,2018-01-14 17:00:00,39.8054,31.40542,5.47832,14.01979,NA,NA,NA,2.4,221.4,1.9
London Eltham,LON6,2018-01-14 18:00:00,38.28804,30.5965,5.01629,17.9613,NA,NA,NA,2.1,223.1,1.9
London Eltham,LON6,2018-01-14 19:00:00,28.4252,23.41558,3.26719,23.49937,NA,NA,NA,2.6,219.3,2.5
London Eltham,LON6,2018-01-14 20:00:00,21.19246,16.53705,3.03618,30.38453,NA,NA,NA,2.8,232.8,3.1
London Eltham,LON6,2018-01-14 21:00:00,22.35576,18.45939,2.54115,27.88991,NA,NA,NA,3,241.4,3.8
London Eltham,LON6,2018-01-14 22:00:00,16.38748,13.14894,2.11212,33.02884,NA,NA,NA,2.9,227.6,4.4
London Eltham,LON6,2018-01-14 23:00:00,14.31376,11.88485,1.58409,32.52991,NA,NA,NA,3.5,232.1,5
London Eltham,LON6,2018-01-15 00:00:00,13.90854,11.61425,1.4963,33.67744,NA,NA,NA,3.3,219.3,4.4
London Eltham,LON6,2018-01-15 01:00:00,NA,NA,NA,41.41078,NA,NA,NA,4.1,223,5
London Eltham,LON6,2018-01-15 02:00:00,7.79824,6.27995,0.9902,48.19616,NA,NA,NA,4.5,227.8,6.4
London Eltham,LON6,2018-01-15 03:00:00,8.10206,5.87525,1.45229,48.79487,20.3,9.8,10.5,5.5,226,7.3
London Eltham,LON6,2018-01-15 04:00:00,5.97527,4.30516,1.08922,50.74067,16.9,9.9,7,6.1,226.5,7.9
London Eltham,LON6,2018-01-15 05:00:00,6.07655,4.05217,1.32027,56.12906,8.7,7.7,1,6.8,225.9,8.4
London Eltham,LON6,2018-01-15 06:00:00,8.81099,5.67321,2.04641,58.92304,6.7,6.6,0.1,7.4,228.2,8.8
London Eltham,LON6,2018-01-15 07:00:00,11.14034,7.54707,2.34347,54.78197,10.6,8,2.6,8,226.9,9.2
London Eltham,LON6,2018-01-15 08:00:00,13.77351,9.67414,2.67354,51.13981,4,5.9,-1.9,8.1,232.5,9.5
London Eltham,LON6,2018-01-15 09:00:00,15.44456,9.97874,3.56472,51.2396,7.3,5,2.3,6.3,242.9,10.3
London Eltham,LON6,2018-01-15 10:00:00,11.24161,8.45809,1.81536,53.93379,4,5.7,-1.7,6,261,11.2
London Eltham,LON6,2018-01-15 11:00:00,12.71011,8.66136,2.64053,54.23315,3.6,4.8,-1.2,6,268.1,11.5
London Eltham,LON6,2018-01-15 12:00:00,15.4952,11.64888,2.5085,51.78842,5.7,5.5,0.2,6,273.7,10.6
London Eltham,LON6,2018-01-15 13:00:00,29.11679,22.43634,4.35687,36.6211,7.1,3.9,3.2,6.1,276.4,10.2
London Eltham,LON6,2018-01-15 14:00:00,23.59726,18.13144,3.56472,44.05508,6.3,4.1,2.2,6.2,276.7,10.1
London Eltham,LON6,2018-01-15 15:00:00,24.76193,20.20708,2.9706,40.91185,6.2,4.1,2.1,5.8,271.9,8.8
London Eltham,LON6,2018-01-15 16:00:00,26.12915,22.48527,2.37648,37.61895,5.9,3.6,2.3,5.7,276.3,7.8
London Eltham,LON6,2018-01-15 17:00:00,28.35722,24.35907,2.60752,32.03099,7.3,2.8,4.5,4.9,272.5,7.2
London Eltham,LON6,2018-01-15 18:00:00,23.85045,20.76327,2.0134,34.77507,5.1,3.8,1.3,4,277.3,7.3
London Eltham,LON6,2018-01-15 19:00:00,35.04142,28.66463,4.15883,21.90281,11.2,5.3,5.9,4.7,266.1,6.5
London Eltham,LON6,2018-01-15 20:00:00,27.85084,22.48624,3.4987,29.53636,-1.8,-2.5,0.7,5.1,259.4,5.9
London Eltham,LON6,2018-01-15 21:00:00,15.59647,12.40808,2.07942,42.00949,6,3,3,4.1,253.7,5.2
London Eltham,LON6,2018-01-15 22:00:00,12.76075,9.36992,2.21144,44.75357,4.1,2,2.1,3.5,263.7,4.6
London Eltham,LON6,2018-01-15 23:00:00,10.78587,8.40723,1.55131,44.80347,4.5,3.7,0.8,6.5,277.7,5.6
London Eltham,LON6,2018-01-16 00:00:00,8.31433,5.68227,1.71659,51.04003,6,4.2,1.8,5.1,263.8,6.8
London Eltham,LON6,2018-01-16 01:00:00,NA,NA,NA,57.02713,5.1,4.6,0.5,5,267.7,6.7
London Eltham,LON6,2018-01-16 02:00:00,4.46135,2.94285,0.99034,59.57165,6,5,1,5.7,278.3,6.5
London Eltham,LON6,2018-01-16 03:00:00,3.95438,2.43588,0.99034,59.27229,0.8,-0.4,1.2,5.7,282.5,6.1
London Eltham,LON6,2018-01-16 04:00:00,5.2725,3.24784,1.32045,55.77982,0.5,-0.7,1.2,5.5,281.2,5.4
London Eltham,LON6,2018-01-16 05:00:00,9.07479,6.79704,1.48551,52.5867,2.4,-1.7,4.1,6,288.4,5.1
London Eltham,LON6,2018-01-16 06:00:00,14.90496,11.86796,1.98068,55.231,-0.7,-0.5,-0.2,5,282.7,4.9
London Eltham,LON6,2018-01-16 07:00:00,23.32068,20.18245,2.0467,52.73637,1.8,-0.5,2.3,4.9,287.1,4.5
London Eltham,LON6,2018-01-16 08:00:00,41.97722,33.11932,5.77698,40.66239,2.3,-0.3,2.6,4.4,268.8,4.1
London Eltham,LON6,2018-01-16 09:00:00,31.07734,24.14287,4.52255,50.19186,5.9,0.3,5.6,6.1,279.7,5.3
London Eltham,LON6,2018-01-16 10:00:00,26.21042,17.80806,5.47988,58.02498,7.1,0.5,6.6,6.8,274.5,6.1
London Eltham,LON6,2018-01-16 11:00:00,22.30674,14.66363,4.98471,59.42197,5.8,3.2,2.6,6.9,275.8,6.6
London Eltham,LON6,2018-01-16 12:00:00,14.85426,10.65308,2.73994,63.36348,2.4,2.9,-0.5,7.2,277.3,6.8
London Eltham,LON6,2018-01-16 13:00:00,14.1952,10.34833,2.50886,62.66498,12.3,5.9,6.4,6.8,277,6.2
London Eltham,LON6,2018-01-16 14:00:00,15.56402,11.41346,2.70693,61.61724,10.2,3.4,6.8,5.9,275.7,5.2
London Eltham,LON6,2018-01-16 15:00:00,26.5146,20.44061,3.96136,53.33508,11.3,4.6,6.7,5.4,267,4.4
London Eltham,LON6,2018-01-16 16:00:00,32.34477,25.61276,4.3905,48.5953,12.1,4.1,8,5.9,264.7,3.7
London Eltham,LON6,2018-01-16 17:00:00,25.14578,19.98288,3.36715,56.5282,10.1,4.1,6,5.4,260,3.4
London Eltham,LON6,2018-01-16 18:00:00,24.99369,20.18511,3.13607,53.63444,5.9,1.8,4.1,6,268.4,3.2
London Eltham,LON6,2018-01-16 19:00:00,25.55135,21.24894,2.80596,49.59315,9.3,3.8,5.5,5.7,272.3,2.8
London Eltham,LON6,2018-01-16 20:00:00,22.9151,18.61269,2.80596,48.64519,7.5,3.7,3.8,4.6,283.1,2.3
London Eltham,LON6,2018-01-16 21:00:00,16.37517,13.64188,1.78261,54.48261,6.9,2.7,4.2,3.8,275.2,1.8
London Eltham,LON6,2018-01-16 22:00:00,15.56402,12.67887,1.88164,55.231,8.9,3.7,5.2,4.9,280,1.5
London Eltham,LON6,2018-01-16 23:00:00,11.20407,9.12879,1.35346,59.2224,4.3,0.4,3.9,5.7,278.3,1.5
London Eltham,LON6,2018-01-17 00:00:00,8.12102,4.8811,2.11302,65.10971,4.3,2.2,2.1,6,278.8,2.3
London Eltham,LON6,2018-01-17 01:00:00,NA,NA,NA,66.05767,3.2,0.4,2.8,6.2,282.1,2
London Eltham,LON6,2018-01-17 02:00:00,5.43093,3.30473,1.38667,65.95789,5.5,1.9,3.6,6.4,282.8,2
London Eltham,LON6,2018-01-17 03:00:00,3.6037,1.93312,1.08953,66.65638,3.6,-0.6,4.2,5.7,286.3,1.9
London Eltham,LON6,2018-01-17 04:00:00,4.36505,2.39072,1.28762,67.25509,4.8,0.6,4.2,5.2,283.5,1.7
London Eltham,LON6,2018-01-17 05:00:00,6.7506,4.47253,1.48572,64.511,6,-0.9,6.9,5.5,286.9,2.1
London Eltham,LON6,2018-01-17 06:00:00,17.40943,13.76452,2.37715,54.63229,6.5,1.1,5.4,5.9,286.6,2.4
London Eltham,LON6,2018-01-17 07:00:00,19.03364,16.55307,1.61778,50.84046,5.6,-2.2,7.8,6.3,288.1,2.8
London Eltham,LON6,2018-01-17 08:00:00,28.62659,23.00735,3.66477,42.80777,9.1,0.1,9,7.5,289.3,3.5
London Eltham,LON6,2018-01-17 09:00:00,NA,NA,NA,NA,7.5,-0.5,8,7.9,288.3,4.7
London Eltham,LON6,2018-01-17 10:00:00,NA,NA,NA,NA,NA,NA,NA,7.8,281,5.2
London Eltham,LON6,2018-01-17 11:00:00,NA,NA,NA,NA,NA,NA,NA,7.8,286.2,5.9
London Eltham,LON6,2018-01-17 12:00:00,NA,NA,NA,43.17364,NA,NA,NA,7.4,287,6.4
London Eltham,LON6,2018-01-17 13:00:00,18.88137,13.31275,3.63176,46.00089,NA,NA,NA,7.1,285.2,6.1
London Eltham,LON6,2018-01-17 14:00:00,17.05414,12.44737,3.00446,47.59745,NA,NA,NA,6.5,287.3,5.5
London Eltham,LON6,2018-01-17 15:00:00,21.5207,17.06581,2.90541,44.20476,NA,NA,NA,5.7,282.6,4.5
London Eltham,LON6,2018-01-17 16:00:00,28.22054,23.61378,3.00446,40.01379,NA,NA,NA,5.1,281.3,3.9
London Eltham,LON6,2018-01-17 17:00:00,42.43233,33.8769,5.5797,33.52776,NA,NA,NA,4.5,276,3.4
London Eltham,LON6,2018-01-17 18:00:00,36.44307,29.40637,4.58922,38.51701,NA,NA,NA,4,265.8,3.4
London Eltham,LON6,2018-01-17 19:00:00,24.3123,19.95866,2.83938,46.40003,NA,NA,NA,4.2,255,3.1
London Eltham,LON6,2018-01-17 20:00:00,16.64809,13.20567,2.24509,50.99014,NA,NA,NA,3.8,243.4,3.2
London Eltham,LON6,2018-01-17 21:00:00,11.77548,10.00365,1.15556,52.48691,NA,NA,NA,3.9,238.3,3.4
London Eltham,LON6,2018-01-17 22:00:00,9.38993,6.50437,1.88191,55.48046,NA,NA,NA,5.5,243.3,5.4
London Eltham,LON6,2018-01-17 23:00:00,4.21278,2.23845,1.28762,66.05767,NA,NA,NA,7.3,244.8,7.2
London Eltham,LON6,2018-01-18 00:00:00,4.39674,1.76669,1.71527,68.5024,NA,NA,NA,8,249.3,9.1
London Eltham,LON6,2018-01-18 01:00:00,NA,NA,NA,67.90369,NA,NA,NA,9,261.8,10.2
London Eltham,LON6,2018-01-18 02:00:00,2.99317,1.47583,0.98958,68.70197,NA,NA,NA,9.3,266.6,10.7
London Eltham,LON6,2018-01-18 03:00:00,2.43512,0.36143,1.35243,71.89509,NA,NA,NA,9.5,270.9,9.7
London Eltham,LON6,2018-01-18 04:00:00,2.08,0.15804,1.25347,73.29208,NA,NA,NA,9.1,273.8,8.5
London Eltham,LON6,2018-01-18 05:00:00,4.0078,1.47891,1.6493,70.99703,NA,NA,NA,9,279.8,7.6
London Eltham,LON6,2018-01-18 06:00:00,7.91414,5.89102,1.31944,66.5566,NA,NA,NA,8.3,286.9,6.8
London Eltham,LON6,2018-01-18 07:00:00,13.44389,10.71268,1.78125,58.87315,NA,NA,NA,6.4,291.8,6
London Eltham,LON6,2018-01-18 08:00:00,20.03901,16.75144,2.14409,50.64089,NA,NA,NA,5.6,286.5,5.7
London Eltham,LON6,2018-01-18 09:00:00,19.98827,15.99262,2.6059,51.58885,NA,NA,NA,5.2,280.5,6.1
London Eltham,LON6,2018-01-18 10:00:00,18.61852,13.76304,3.16666,52.73637,NA,NA,NA,5.2,275.8,6.6
London Eltham,LON6,2018-01-18 11:00:00,19.73462,15.23318,2.93576,51.2396,NA,NA,NA,5.2,276.6,6.8
London Eltham,LON6,2018-01-18 12:00:00,18.56779,13.66173,3.19965,53.63444,NA,NA,NA,6,281.6,7.8
London Eltham,LON6,2018-01-18 13:00:00,22.16973,17.01079,3.36458,48.99444,NA,NA,NA,5.7,279.8,8
London Eltham,LON6,2018-01-18 14:00:00,30.08387,22.09257,5.21179,46.20046,NA,NA,NA,4.9,280.2,7.4
London Eltham,LON6,2018-01-18 15:00:00,40.17947,29.25465,7.12499,38.31744,NA,NA,NA,4,277.8,5.7
London Eltham,LON6,2018-01-18 16:00:00,35.86728,27.21846,5.64061,41.9097,NA,NA,NA,3.4,273.1,4.5
London Eltham,LON6,2018-01-18 17:00:00,37.28777,33.59558,2.40798,33.42798,NA,NA,NA,4,276.2,4.1
London Eltham,LON6,2018-01-18 18:00:00,48.34727,43.34006,3.26562,22.15227,NA,NA,NA,3.8,275.6,3.6
London Eltham,LON6,2018-01-18 19:00:00,54.84092,47.50713,4.78298,17.3127,NA,NA,NA,3.8,272.6,3.1
London Eltham,LON6,2018-01-18 20:00:00,34.2946,30.80473,2.27604,35.47357,NA,NA,NA,4.2,273.7,2.7
London Eltham,LON6,2018-01-18 21:00:00,31.85948,28.82481,1.97916,36.32174,NA,NA,NA,4.3,276.3,2.4
