site,code,date,nox,no2,no,o3,pm2.5,v2.5,nv2.5,ws,wd,air_temp
London Eltham,LON6,2019-03-28 19:00:00,37.89687,34.27557,2.36175,35.28397,11,0.9,10.1,2.1,156.3,7.5
London Eltham,LON6,2019-03-28 20:00:00,28.6801,26.60318,1.35453,29.42968,17.1,4.7,12.4,1.9,152.3,6.5
London Eltham,LON6,2019-03-28 21:00:00,24.71535,22.53192,1.424,29.42968,16.9,3.3,13.6,1.7,159.3,5.7
London Eltham,LON6,2019-03-28 22:00:00,21.21401,18.17851,1.9797,29.00775,19.5,4.4,15.1,1.7,195.5,5.9
London Eltham,LON6,2019-03-28 23:00:00,48.40089,36.73819,7.60621,8.49136,18.9,3.9,15,1.6,219.4,6.3
London Eltham,LON6,2019-03-29 00:00:00,58.8459,40.9921,11.64395,2.90078,27.3,7,20.3,1.8,178.7,5.5
London Eltham,LON6,2019-03-29 01:00:00,29.14732,25.51966,2.3659,16.8245,27.1,6.1,21,1.9,188.2,4.5
London Eltham,LON6,2019-03-29 02:00:00,42.63571,35.64712,4.55784,11.23391,22.7,6.1,16.6,1.5,193.7,3.8
London Eltham,LON6,2019-03-29 03:00:00,34.41865,29.77737,3.02696,14.13469,22.4,6.7,15.7,1.6,184.6,3.2
London Eltham,LON6,2019-03-29 04:00:00,32.86826,28.86716,2.60945,13.29082,23.8,6.4,17.4,1.1,197.7,2.7
London Eltham,LON6,2019-03-29 05:00:00,31.52459,28.69714,1.84401,15.92789,27.1,8.7,18.4,0.9,252.2,3.4
London Eltham,LON6,2019-03-29 06:00:00,44.03106,32.88133,7.27167,16.77175,17.5,4.4,13.1,0.4,263.2,2.7
London Eltham,LON6,2019-03-29 07:00:00,79.63834,42.66818,24.11132,11.49762,19.5,4.9,14.6,0.3,281.9,2.9
London Eltham,LON6,2019-03-29 08:00:00,61.7055,35.24489,17.25716,33.96544,16.2,6.1,10.1,0.5,349,4
London Eltham,LON6,2019-03-29 09:00:00,26.87342,18.12435,5.706,56.74971,13.8,5.2,8.6,0.2,49.6,9.7
London Eltham,LON6,2019-03-29 10:00:00,15.81397,9.99904,3.7924,64.76639,18.6,5.8,12.8,0.7,130.4,12.7
London Eltham,LON6,2019-03-29 11:00:00,10.02585,5.06449,3.23572,74.41806,23.9,7.7,16.2,1.4,123.3,14
London Eltham,LON6,2019-03-29 12:00:00,10.38761,5.74633,3.02696,76.26401,28.6,9.8,18.8,1.6,131.7,14.9
London Eltham,LON6,2019-03-29 13:00:00,7.90699,4.06593,2.50507,84.70263,27.2,8.4,18.8,1.9,141.1,15.5
London Eltham,LON6,2019-03-29 14:00:00,7.54523,3.75752,2.47028,91.13707,23.4,7.9,15.5,2.3,152.5,15.6
London Eltham,LON6,2019-03-29 15:00:00,24.34112,17.45922,4.48825,69.72408,35.6,10.3,25.3,2.5,160.3,15.3
London Eltham,LON6,2019-03-29 16:00:00,31.98971,25.21451,4.41867,54.48183,37.6,13,24.6,2.2,157.6,14.4
London Eltham,LON6,2019-03-29 17:00:00,42.94579,37.02416,3.86199,40.76907,41.1,15.3,25.8,2,130.3,12.2
London Eltham,LON6,2019-03-29 18:00:00,53.54012,48.68545,3.16613,26.21246,49.2,15.4,33.8,2.3,120.4,10
London Eltham,LON6,2019-03-29 19:00:00,63.25589,56.90748,4.14033,9.22974,54.2,16.2,38,2,133.4,8.5
London Eltham,LON6,2019-03-29 20:00:00,85.52983,60.77635,16.1438,2.53159,49.7,15.5,34.2,2.1,147.4,7.7
London Eltham,LON6,2019-03-29 21:00:00,98.91485,53.6224,29.53897,2.1624,43.6,13.9,29.7,1.3,145.7,7.5
London Eltham,LON6,2019-03-29 22:00:00,133.95366,47.79663,56.19015,2.05691,49.4,15.4,34,0.8,127.8,6.6
London Eltham,LON6,2019-03-29 23:00:00,176.95113,47.63556,84.33742,2.05691,54,15.5,38.5,0.5,93.5,5.8
London Eltham,LON6,2019-03-30 00:00:00,183.82372,53.99606,84.67139,2.32062,48.5,13.6,34.9,0.8,197.2,7.1
London Eltham,LON6,2019-03-30 01:00:00,169.57704,55.06932,74.67998,2.05691,50.6,14.6,36,0.5,238.8,5.9
London Eltham,LON6,2019-03-30 02:00:00,152.28737,48.55707,67.65114,2.00417,47,13.1,33.9,0.5,262,5.2
London Eltham,LON6,2019-03-30 03:00:00,79.4633,37.13749,27.60418,2.37336,45.3,15.1,30.2,0.7,239.8,4.7
London Eltham,LON6,2019-03-30 04:00:00,116.54963,30.88262,55.87057,1.84595,49.8,14.7,35.1,1.3,220.8,4.4
London Eltham,LON6,2019-03-30 05:00:00,112.81506,29.12539,54.58098,1.95143,46.3,12.6,33.7,0.6,212.7,4.1
London Eltham,LON6,2019-03-30 06:00:00,125.62671,35.79124,58.58917,2.37336,51.9,15,36.9,0.6,192,4.6
London Eltham,LON6,2019-03-30 07:00:00,117.89823,43.29364,48.65585,7.22557,53.7,13.1,40.6,0.4,315.2,4.6
London Eltham,LON6,2019-03-30 08:00:00,68.20773,41.05936,17.70571,20.09446,56.9,16.8,40.1,0.6,340.4,5.6
London Eltham,LON6,2019-03-30 09:00:00,47.87508,29.86524,11.74572,32.54142,56.2,19.5,36.7,1.1,357,11.3
London Eltham,LON6,2019-03-30 10:00:00,27.80178,18.28916,6.20397,49.78785,46.8,19.9,26.9,1.4,337.8,14.8
London Eltham,LON6,2019-03-30 11:00:00,24.79338,16.6168,5.33263,56.90793,37.5,15.3,22.2,1.1,339.6,16.4
London Eltham,LON6,2019-03-30 12:00:00,16.85742,12.10111,3.10198,66.92879,30.4,15.8,14.6,0.5,332.4,17.2
London Eltham,LON6,2019-03-30 13:00:00,14.47145,10.46332,2.61403,74.73451,25.4,13.3,12.1,0.6,32.7,17.4
London Eltham,LON6,2019-03-30 14:00:00,14.41958,10.78555,2.37006,77.84625,24.5,11.7,12.8,1.2,48.5,17
London Eltham,LON6,2019-03-30 15:00:00,15.09388,11.67361,2.23064,77.95173,28,11.6,16.4,1.7,39.7,16.5
London Eltham,LON6,2019-03-30 16:00:00,15.45696,12.35734,2.02152,74.36532,25.6,12.5,13.1,2.5,43.6,15.4
London Eltham,LON6,2019-03-30 17:00:00,28.83916,25.57922,2.12608,54.16538,27.1,9.7,17.4,2.4,33.6,13.5
London Eltham,LON6,2019-03-30 18:00:00,37.34568,35.47522,1.21988,32.11949,40.1,12.6,27.5,2.5,30.9,12.4
London Eltham,LON6,2019-03-30 19:00:00,46.37088,43.91256,1.60327,25.05215,48.2,14.7,33.5,3,46.1,11.7
London Eltham,LON6,2019-03-30 20:00:00,40.87277,38.62822,1.46386,30.64273,46.8,13.9,32.9,3,70.4,10.9
London Eltham,LON6,2019-03-30 21:00:00,36.72325,33.67707,1.98667,40.61085,56,17.8,38.2,2.1,55.9,9.1
London Eltham,LON6,2019-03-30 22:00:00,29.30598,26.68734,1.70783,50.26252,42.1,16.5,25.6,2.4,57.2,7.8
London Eltham,LON6,2019-03-30 23:00:00,20.90321,18.92586,1.28959,50.52623,37.7,10.1,27.6,3.3,57.6,6.7
London Eltham,LON6,2019-03-31 00:00:00,29.29149,26.93594,1.53625,31.22289,59.8,12.5,47.3,2.1,44.7,8.7
London Eltham,LON6,2019-03-31 01:00:00,44.97841,41.55214,2.23455,15.45322,87.6,22.8,64.8,2.4,53,7.7
London Eltham,LON6,2019-03-31 02:00:00,31.80764,29.07734,1.78066,23.04798,89.3,27.8,61.5,2.8,63.9,7.3
London Eltham,LON6,2019-03-31 03:00:00,18.58483,16.55048,1.32676,42.40406,82.2,29.5,52.7,3.3,69.8,6.9
London Eltham,LON6,2019-03-31 04:00:00,10.82814,8.68672,1.39659,57.64631,57,27.9,29.1,3.5,68.1,6.7
London Eltham,LON6,2019-03-31 05:00:00,8.95403,6.65201,1.50134,58.06824,37.9,22.9,15,4.5,72.6,7.1
London Eltham,LON6,2019-03-31 06:00:00,5.72642,4.01329,1.11728,67.35072,17.7,14.9,2.8,4.3,70.7,6.8
London Eltham,LON6,2019-03-31 07:00:00,5.10172,3.44212,1.08236,70.46246,13.6,10.2,3.4,4,65.1,7.4
London Eltham,LON6,2019-03-31 08:00:00,7.80875,5.77441,1.32676,67.82539,9.5,6.8,2.7,4.2,81.6,8.9
London Eltham,LON6,2019-03-31 09:00:00,9.16227,6.64611,1.641,70.83165,7.5,6,1.5,5.1,86.5,9
London Eltham,LON6,2019-03-31 10:00:00,7.54846,4.92523,1.71083,71.57003,5.2,4.1,1.1,5.2,85.6,9
London Eltham,LON6,2019-03-31 11:00:00,8.1211,5.12312,1.95523,73.25775,7.5,5.6,1.9,5.5,83.6,9.1
London Eltham,LON6,2019-03-31 12:00:00,7.65258,4.54753,2.02506,74.73451,8.7,5.6,3.1,6.1,84,9.1
London Eltham,LON6,2019-03-31 13:00:00,5.77848,3.52999,1.46642,79.85042,9.6,6.2,3.4,6.3,85.4,9.4
London Eltham,LON6,2019-03-31 14:00:00,6.50729,3.66992,1.85049,79.48123,5.7,2.3,3.4,6,85.4,9.7
London Eltham,LON6,2019-03-31 15:00:00,6.81964,3.66106,2.05998,82.80394,7.2,3.9,3.3,6.5,83.1,10
London Eltham,LON6,2019-03-31 16:00:00,5.15378,2.69115,1.60608,86.65406,9.6,5.6,4,5.9,82,8.9
London Eltham,LON6,2019-03-31 17:00:00,5.6223,3.32028,1.50134,87.76163,4.2,2.7,1.5,4.7,79.5,7.4
London Eltham,LON6,2019-03-31 18:00:00,5.57024,3.69651,1.22202,86.60132,6.5,2.4,4.1,4.2,77.4,6.4
London Eltham,LON6,2019-03-31 19:00:00,10.77608,8.74173,1.32676,77.21335,6.6,2.7,3.9,4.2,79.7,5.9
London Eltham,LON6,2019-03-31 20:00:00,6.8717,4.89089,1.29185,83.06765,7.4,3.9,3.5,4.2,81,5.7
London Eltham,LON6,2019-03-31 21:00:00,7.39229,5.19734,1.43151,77.58254,4.4,2,2.4,4.1,82.7,5.6
London Eltham,LON6,2019-03-31 22:00:00,7.4964,5.08731,1.57117,74.2071,5.8,2.6,3.2,4,84.6,5.5
London Eltham,LON6,2019-03-31 23:00:00,5.67436,3.64002,1.32676,71.93922,11.1,4.8,6.3,3.7,86.8,5.4
London Eltham,LON6,2019-04-01 00:00:00,5.9214,3.91925,1.30577,64.71365,3.8,1,2.8,2.8,69.4,4.9
London Eltham,LON6,2019-04-01 01:00:00,15.32599,13.25233,1.3524,53.427,6,3,3,2.9,63,4.4
London Eltham,LON6,2019-04-01 02:00:00,12.43495,10.34342,1.36406,51.05364,6.2,2.9,3.3,2.8,68.3,4.1
London Eltham,LON6,2019-04-01 03:00:00,12.64394,10.87418,1.15421,49.36592,11.8,5.2,6.6,2.8,75.9,4
London Eltham,LON6,2019-04-01 04:00:00,15.67431,13.36826,1.50397,42.77325,11.5,5.6,5.9,2.4,82.1,3.7
London Eltham,LON6,2019-04-01 05:00:00,25.07889,22.50469,1.67885,29.21871,5.1,2.1,3,2.3,88.3,3.7
London Eltham,LON6,2019-04-01 06:00:00,44.35828,35.45586,5.80601,20.04172,7.9,1.5,6.4,3.4,96.5,5.6
London Eltham,LON6,2019-04-01 07:00:00,33.49077,24.85649,5.63113,41.50745,4.5,-0.1,4.6,4.6,97.3,7.8
London Eltham,LON6,2019-04-01 08:00:00,21.78728,14.81551,4.54687,55.27295,10.1,2.8,7.3,4.7,99.5,8.4
London Eltham,LON6,2019-04-01 09:00:00,17.81646,11.64912,4.02223,60.49434,12,3.8,8.2,5,98.8,10.1
London Eltham,LON6,2019-04-01 10:00:00,16.40577,10.72109,3.70745,63.76431,8.6,3.3,5.3,5,97.8,10.8
London Eltham,LON6,2019-04-01 11:00:00,20.16761,12.92769,4.72175,64.08076,12.8,6.6,6.2,4.8,97.4,11.5
London Eltham,LON6,2019-04-01 12:00:00,14.6816,9.42595,3.42764,76.31675,9.4,6.2,3.2,4.6,100.3,11.8
London Eltham,LON6,2019-04-01 13:00:00,10.76302,6.8481,2.55324,82.80394,6.3,3.6,2.7,4.5,102.8,11.8
London Eltham,LON6,2019-04-01 14:00:00,13.32316,9.08647,2.7631,79.6922,8.8,3.6,5.2,4.2,102.7,11.5
London Eltham,LON6,2019-04-01 15:00:00,15.98779,12.01924,2.58822,85.75745,10.6,3.6,7,3.8,101.7,10.9
London Eltham,LON6,2019-04-01 16:00:00,20.21985,16.30493,2.55324,77.63528,9,4,5,3.5,103.4,10.2
London Eltham,LON6,2019-04-01 17:00:00,20.21985,16.89485,2.16851,69.09118,10.8,5.1,5.7,2.9,105.7,8.6
London Eltham,LON6,2019-04-01 18:00:00,22.30976,19.73557,1.67885,63.13141,9.8,2.6,7.2,2.1,100.4,7.2
London Eltham,LON6,2019-04-01 19:00:00,23.19797,20.62378,1.67885,60.23064,13.5,5.9,7.6,1.6,96.9,6.1
London Eltham,LON6,2019-04-01 20:00:00,18.0777,15.77165,1.50397,59.91419,9,2.7,6.3,1.2,93.7,5.3
London Eltham,LON6,2019-04-01 21:00:00,25.34013,22.44416,1.8887,43.56437,14.6,5.5,9.1,1.2,89.5,5.1
London Eltham,LON6,2019-04-01 22:00:00,30.51265,27.50942,1.95865,35.54768,19.3,8.9,10.4,1.4,94.7,6.5
London Eltham,LON6,2019-04-01 23:00:00,32.91604,29.6983,2.09856,26.15972,21.1,9,12.1,1.3,96.3,7
London Eltham,LON6,2019-04-02 00:00:00,32.86054,29.56554,2.14894,13.29082,17.1,5.5,11.6,0.7,199.1,4.8
London Eltham,LON6,2019-04-02 01:00:00,31.53213,26.87616,3.03654,8.49136,26,12.2,13.8,1.4,238.3,3.9
London Eltham,LON6,2019-04-02 02:00:00,22.2333,19.17111,1.99711,12.4997,26.8,11.8,15,1.6,239.5,3.1
London Eltham,LON6,2019-04-02 03:00:00,22.75767,19.69547,1.99711,8.22765,25.5,12.8,12.7,1.6,240.7,2.5
London Eltham,LON6,2019-04-02 04:00:00,28.73549,22.39621,4.13437,9.49345,30,13,17,1.8,249,2.4
London Eltham,LON6,2019-04-02 05:00:00,53.69551,34.30162,12.64837,7.70024,28.2,10.6,17.6,2,251.4,2.8
London Eltham,LON6,2019-04-02 06:00:00,54.48207,36.16263,11.94763,12.28874,30.1,9.5,20.6,2.3,261,3.6
London Eltham,LON6,2019-04-02 07:00:00,30.83297,20.51821,6.72711,29.85161,43.2,12.4,30.8,1.7,239.7,4.6
London Eltham,LON6,2019-04-02 08:00:00,25.79902,18.38528,4.83511,38.23749,38.4,15.2,23.2,2.3,249,5.5
London Eltham,LON6,2019-04-02 09:00:00,28.78793,22.55609,4.0643,38.7649,36.5,10.9,25.6,2.9,292,6
London Eltham,LON6,2019-04-02 10:00:00,38.12172,30.60054,4.90519,31.53933,34.6,13,21.6,2.9,295.3,6
London Eltham,LON6,2019-04-02 11:00:00,39.17046,33.26096,3.85408,36.9717,11.2,8.5,2.7,4.1,302,6.3
London Eltham,LON6,2019-04-02 12:00:00,25.79902,20.64164,3.36356,52.84684,4.4,5.4,-1,3.9,305.3,6.9
London Eltham,LON6,2019-04-02 13:00:00,26.84776,19.8638,4.55482,52.89959,1.6,3,-1.4,3.4,316.7,9
London Eltham,LON6,2019-04-02 14:00:00,21.65649,16.33794,3.46867,62.07658,4,4.4,-0.4,3.4,287.8,8.8
London Eltham,LON6,2019-04-02 15:00:00,21.76137,18.16194,2.34748,59.01759,6.3,4.8,1.5,4,255.4,8
London Eltham,LON6,2019-04-02 16:00:00,17.9859,14.27903,2.41756,70.98987,5.2,5.1,0.1,3.4,293,7.4
London Eltham,LON6,2019-04-02 17:00:00,26.37582,20.4126,3.88911,62.70948,2.9,1.8,1.1,2.5,290.1,6.5
London Eltham,LON6,2019-04-02 18:00:00,27.94894,24.88674,1.99711,49.84059,1.6,-0.2,1.8,2.5,279.4,6.1
London Eltham,LON6,2019-04-02 19:00:00,23.91128,21.22515,1.75185,37.28814,5.6,2.2,3.4,1.6,258.3,5.2
London Eltham,LON6,2019-04-02 20:00:00,36.33886,31.39637,3.22341,29.74613,9.7,2.5,7.2,2,240.6,3.7
London Eltham,LON6,2019-04-02 21:00:00,12.7422,10.00234,1.78689,61.0745,6.8,4.3,2.5,1.9,246.7,2.8
London Eltham,LON6,2019-04-02 22:00:00,28.84036,25.24094,2.34748,29.16597,10.4,4.9,5.5,1.9,245.7,2
London Eltham,LON6,2019-04-02 23:00:00,22.70523,19.91165,1.82193,19.77801,7.6,3.4,4.2,1.9,245.8,1.3
London Eltham,LON6,2019-04-03 00:00:00,18.45431,16.73219,1.12314,28.74404,7,4.1,2.9,1.5,219.4,2.4
London Eltham,LON6,2019-04-03 01:00:00,25.19049,22.46379,1.77831,18.14303,7.5,3.5,4,1.4,242.8,1.4
London Eltham,LON6,2019-04-03 02:00:00,26.7342,23.1285,2.35158,10.9702,4.6,3.3,1.3,1.2,256.9,0.6
London Eltham,LON6,2019-04-03 03:00:00,34.94391,26.49474,5.51041,5.27414,10.1,2.5,7.6,1.2,255.6,0
London Eltham,LON6,2019-04-03 04:00:00,23.73449,19.1601,2.98334,7.59476,11.7,4.4,7.3,1.3,298.4,-0.4
London Eltham,LON6,2019-04-03 05:00:00,37.89099,28.25785,6.28257,5.2214,10.6,4,6.6,1.2,310.3,-0.8
London Eltham,LON6,2019-04-03 06:00:00,82.36027,37.04687,29.55263,3.58641,17.5,3.1,14.4,1,329.2,0.1
London Eltham,LON6,2019-04-03 07:00:00,86.623,39.91038,30.46518,8.33314,18.6,6.2,12.4,1.1,11.3,2.5
London Eltham,LON6,2019-04-03 08:00:00,47.04797,33.27098,8.98512,29.42968,15.3,7.5,7.8,1.4,22.5,5.4
London Eltham,LON6,2019-04-03 09:00:00,32.62835,22.83377,6.38786,47.78367,12.9,5.5,7.4,1.9,3.1,7.6
London Eltham,LON6,2019-04-03 10:00:00,29.15501,21.78216,4.80844,52.74136,10.3,6.1,4.2,1.7,16.4,8.9
London Eltham,LON6,2019-04-03 11:00:00,22.68197,18.32284,2.84295,57.32986,5.4,2.4,3,1.9,28.1,9
London Eltham,LON6,2019-04-03 12:00:00,24.99752,16.81744,5.33492,61.49643,6.1,1.2,4.9,1.6,104.8,8.4
London Eltham,LON6,2019-04-03 13:00:00,20.52428,14.22777,4.10648,65.0301,9.5,7,2.5,2.4,197.7,6.1
London Eltham,LON6,2019-04-03 14:00:00,23.36611,19.43751,2.56216,59.75596,8.6,2.7,5.9,1.2,299,5.6
London Eltham,LON6,2019-04-03 15:00:00,34.36502,28.92956,3.54491,51.58105,10.7,3.2,7.5,1.4,60,5.6
London Eltham,LON6,2019-04-03 16:00:00,34.31239,28.82312,3.58001,48.68028,12.4,4.3,8.1,1.1,9.1,5.4
London Eltham,LON6,2019-04-03 17:00:00,28.734,24.26724,2.91315,51.79202,8.2,2.7,5.5,1.2,9.5,5.1
London Eltham,LON6,2019-04-03 18:00:00,21.26105,19.05458,1.43902,51.58105,13.7,5.5,8.2,1.3,101.2,4.3
London Eltham,LON6,2019-04-03 19:00:00,28.04986,25.46667,1.68471,41.03278,14.7,6.7,8,0.4,143.3,3.1
London Eltham,LON6,2019-04-03 20:00:00,21.78732,20.06519,1.12314,33.70173,13.5,6.2,7.3,0.4,123,2.3
London Eltham,LON6,2019-04-03 21:00:00,23.68187,21.04486,1.71981,26.42342,11.2,2.5,8.7,1.5,166.5,1.8
London Eltham,LON6,2019-04-03 22:00:00,31.15481,28.57162,1.68471,18.14303,14.1,4.2,9.9,1.8,155.8,0.8
London Eltham,LON6,2019-04-03 23:00:00,35.83856,32.39431,2.24628,10.81198,14.8,4.5,10.3,1.4,173.3,0.7
London Eltham,LON6,2019-04-04 00:00:00,26.47828,22.95615,2.29707,15.87515,16.3,4.1,12.2,2.1,141.7,2
London Eltham,LON6,2019-04-04 01:00:00,5.84494,4.11982,1.1251,57.80453,6.9,3.5,3.4,2.2,140.2,1.4
London Eltham,LON6,2019-04-04 02:00:00,3.96118,2.28997,1.08994,48.46931,5.6,4.9,0.7,2.6,150.4,2.4
London Eltham,LON6,2019-04-04 03:00:00,6.97168,4.38399,1.68764,53.95441,3.3,1.6,1.7,3.4,160.6,3.2
London Eltham,LON6,2019-04-04 04:00:00,9.0843,7.03572,1.33605,61.70739,5.2,3,2.2,3.3,153.4,3.2
London Eltham,LON6,2019-04-04 05:00:00,18.96084,15.78015,2.0744,51.15912,4.3,2.2,2.1,4.4,157.4,4.2
London Eltham,LON6,2019-04-04 06:00:00,30.10496,22.55755,4.92229,51.15912,8.4,3.5,4.9,4.3,155.3,4.8
London Eltham,LON6,2019-04-04 07:00:00,20.59813,13.26636,4.78165,65.45203,4.8,1.4,3.4,5.5,162.7,6.7
London Eltham,LON6,2019-04-04 08:00:00,12.51732,6.91068,3.65656,72.46663,-0.2,-1,0.8,6.4,164.3,8.1
London Eltham,LON6,2019-04-04 09:00:00,7.7111,3.82957,2.53146,77.42432,8.1,3.8,4.3,6.7,170.5,8.8
London Eltham,LON6,2019-04-04 10:00:00,5.33439,1.29113,2.63694,81.53815,2.7,1.1,1.6,7.1,174.3,9.7
London Eltham,LON6,2019-04-04 11:00:00,4.43652,0.50109,2.56662,82.90942,6.9,0.9,6,7.1,173.7,10.2
London Eltham,LON6,2019-04-04 12:00:00,5.54565,1.07112,2.91822,81.80185,4.8,1.7,3.1,7.1,172.4,10.3
London Eltham,LON6,2019-04-04 13:00:00,4.54215,1.25364,2.14471,82.80394,6.1,0.8,5.3,7,170.1,10
London Eltham,LON6,2019-04-04 14:00:00,6.7076,2.61043,2.6721,80.69428,7.3,2.4,4.9,6.5,171.6,9
London Eltham,LON6,2019-04-04 15:00:00,6.91886,3.14515,2.46115,81.59089,3.5,0.2,3.3,5.9,168.3,8.5
London Eltham,LON6,2019-04-04 16:00:00,9.24275,4.33693,3.19949,78.47915,4.5,2.3,2.2,4.9,162.6,8
London Eltham,LON6,2019-04-04 17:00:00,12.99266,8.57204,2.88306,73.41598,6.3,0.9,5.4,4.2,159.6,7.2
London Eltham,LON6,2019-04-04 18:00:00,17.90453,13.21435,3.05885,65.9267,9.5,2.9,6.6,4.1,156.1,6.6
London Eltham,LON6,2019-04-04 19:00:00,13.0983,9.64805,2.25019,67.40346,8.7,0.7,8,4.2,151.2,6.3
London Eltham,LON6,2019-04-04 20:00:00,12.25325,9.66556,1.68764,66.98153,5.6,0.2,5.4,4.3,148.7,5.7
London Eltham,LON6,2019-04-04 21:00:00,11.93635,9.88777,1.33605,61.17998,9.7,1.8,7.9,4,142.6,5.4
London Eltham,LON6,2019-04-04 22:00:00,8.60896,6.34474,1.47669,64.81914,10.7,2.9,7.8,3.7,141.9,5.1
London Eltham,LON6,2019-04-04 23:00:00,6.07381,3.64786,1.58217,71.88648,5.9,2.7,3.2,3.2,146.9,4.9
London Eltham,LON6,2019-04-05 00:00:00,4.73512,2.43096,1.50273,71.88648,7.2,1.7,5.5,3.5,140.6,5.5
London Eltham,LON6,2019-04-05 01:00:00,4.73512,2.93499,1.17401,69.98779,7.2,1.8,5.4,3.9,141.2,5.4
London Eltham,LON6,2019-04-05 02:00:00,4.1344,1.54222,1.69058,68.722,3.2,-0.4,3.6,4.5,138.6,5.3
London Eltham,LON6,2019-04-05 03:00:00,3.92238,1.27619,1.7258,67.87813,9.8,2.5,7.3,4.7,137,5.1
London Eltham,LON6,2019-04-05 04:00:00,7.63273,4.93254,1.76102,62.23481,4,0.2,3.8,4.7,137.7,4.9
London Eltham,LON6,2019-04-05 05:00:00,22.84518,17.98484,3.16983,48.8385,9.4,1.3,8.1,4.5,139.7,4.8
London Eltham,LON6,2019-04-05 06:00:00,24.70036,18.43592,4.08556,50.42074,10.6,2.6,8,4.9,146.3,5.6
London Eltham,LON6,2019-04-05 07:00:00,25.44243,17.17985,5.38871,52.5304,8.2,-0.1,8.3,4.7,147.2,7.7
London Eltham,LON6,2019-04-05 08:00:00,16.69659,10.32415,4.156,61.39095,5.9,-1,6.9,5.4,149.3,9.2
London Eltham,LON6,2019-04-05 09:00:00,10.65402,5.52366,3.34593,70.67343,7.5,2.3,5.2,5.4,149,10.3
London Eltham,LON6,2019-04-05 10:00:00,6.46662,2.79436,2.39498,79.58672,1.5,1.7,-0.2,5.6,150,11.1
London Eltham,LON6,2019-04-05 11:00:00,5.77755,2.26731,2.28932,83.80603,3.8,3.1,0.7,5.6,148.6,11.3
London Eltham,LON6,2019-04-05 12:00:00,4.87647,1.42023,2.2541,87.91985,1.8,0.4,1.4,5.2,142.5,11
London Eltham,LON6,2019-04-05 13:00:00,5.2475,2.00728,2.11322,91.76997,4.8,3.4,1.4,4.8,130.5,10.7
London Eltham,LON6,2019-04-05 14:00:00,9.96495,6.50871,2.2541,88.71097,5.1,1.7,3.4,4.9,120.9,10.2
London Eltham,LON6,2019-04-05 15:00:00,15.05344,11.05716,2.6063,82.01282,6.7,1.2,5.5,4.5,109.7,9.2
London Eltham,LON6,2019-04-05 16:00:00,29.15278,24.72447,2.88807,61.33821,12.1,0.7,11.4,3.9,104.1,8.3
London Eltham,LON6,2019-04-05 17:00:00,28.99377,25.80755,2.078,62.604,17.8,5.5,12.3,3.5,96.8,7.3
London Eltham,LON6,2019-04-05 18:00:00,30.31889,27.67271,1.7258,63.02593,22.9,6,16.9,3.4,87.1,6.7
London Eltham,LON6,2019-04-05 19:00:00,24.01129,21.68913,1.51447,64.87188,25.9,7.2,18.7,3.3,86.2,6.1
London Eltham,LON6,2019-04-05 20:00:00,25.28341,23.33928,1.26793,54.79828,35,11.5,23.5,3.2,86.3,6
London Eltham,LON6,2019-04-05 21:00:00,23.58725,21.10308,1.62014,60.23064,25.1,10.4,14.7,3,87.3,5.7
London Eltham,LON6,2019-04-05 22:00:00,17.8097,16.02758,1.16227,63.23689,23.7,8.9,14.8,3,80.5,5.2
London Eltham,LON6,2019-04-05 23:00:00,14.41738,12.09521,1.51447,66.82331,21.9,9.3,12.6,3.3,75.8,5.2
London Eltham,LON6,2019-04-06 00:00:00,9.36221,7.34258,1.31717,71.93922,16.6,7.1,9.5,3,82.5,6.6
London Eltham,LON6,2019-04-06 01:00:00,6.3124,4.72555,1.03492,72.99405,13.2,6.5,6.7,2.9,83.5,6.1
London Eltham,LON6,2019-04-06 02:00:00,6.06416,3.84617,1.44654,70.5152,14,6,8,2.9,81.7,5.7
London Eltham,LON6,2019-04-06 03:00:00,11.80916,10.24033,1.02316,62.28755,12.1,4.8,7.3,2.7,80.5,5.5
London Eltham,LON6,2019-04-06 04:00:00,10.95805,9.06464,1.23485,62.34029,13.1,5.5,7.6,2.9,78.1,5.8
London Eltham,LON6,2019-04-06 05:00:00,9.57499,7.95207,1.05844,60.81079,15.2,5.1,10.1,3.1,73.9,6
London Eltham,LON6,2019-04-06 06:00:00,16.1711,13.08755,2.01104,55.90584,12.5,5.3,7.2,3.4,71.2,6.1
London Eltham,LON6,2019-04-06 07:00:00,12.76666,10.49457,1.48182,60.38886,11.6,4.3,7.3,3.6,68.9,6.7
London Eltham,LON6,2019-04-06 08:00:00,12.81985,9.41171,2.22273,63.02593,17.8,7.3,10.5,4,69.4,8.3
London Eltham,LON6,2019-04-06 09:00:00,13.88374,9.33956,2.96364,61.86562,17.3,6.2,11.1,4.3,67.3,8.9
London Eltham,LON6,2019-04-06 10:00:00,10.79846,7.9854,1.83463,64.1335,17.9,6.8,11.1,3.9,59.8,8.5
London Eltham,LON6,2019-04-06 11:00:00,10.00055,7.40387,1.69351,66.98153,15,6.3,8.7,3.9,67,8.6
London Eltham,LON6,2019-04-06 12:00:00,10.16013,7.40116,1.79935,66.98153,9.5,4.9,4.6,4,70.6,9.2
London Eltham,LON6,2019-04-06 13:00:00,9.41541,7.25151,1.41126,68.88022,11.1,6.1,5,4.4,67.4,9.5
