site,code,date,nox,no2,no,o3,pm10,pm2.5,ws,wd,air_temp
London Harlington,HRL,2018-12-29 09:00:00,12.81005,11.43986,0.89361,47.04863,10.388,5.164,4.6,246.9,7.1
London Harlington,HRL,2018-12-29 10:00:00,12.90188,11.29545,1.04769,46.25035,7.506,4.293,6.4,249.5,8
London Harlington,HRL,2018-12-29 11:00:00,12.90188,11.15371,1.14013,47.49766,4.38,2.525,6,268.1,9.3
London Harlington,HRL,2018-12-29 12:00:00,9.50423,8.03955,0.95524,54.38283,2.516,1.505,5.6,269.5,9.9
London Harlington,HRL,2018-12-29 13:00:00,21.57965,17.79983,2.46514,44.70368,2.939,1.931,4,285,9.5
London Harlington,HRL,2018-12-29 14:00:00,18.5034,15.90477,1.69478,46.89895,3.425,2.55,5.1,300.9,10.1
London Harlington,HRL,2018-12-29 15:00:00,24.10493,21.93153,1.41746,39.71443,4.444,3.17,6.2,304.4,10.4
London Harlington,HRL,2018-12-29 16:00:00,26.5843,24.69438,1.23257,35.02454,5.396,3.935,4.9,302.3,9.7
London Harlington,HRL,2018-12-29 17:00:00,37.42003,35.67186,1.14013,22.45163,6.879,5.231,3.2,281.2,8
London Harlington,HRL,2018-12-29 18:00:00,38.79746,36.00984,1.81804,20.80517,10.788,9.522,3,258.3,6.9
London Harlington,HRL,2018-12-29 19:00:00,36.68541,34.18127,1.63316,18.90926,9.037,7.514,2.5,258.9,7.3
London Harlington,HRL,2018-12-29 20:00:00,60.97399,44.53175,10.72335,8.98065,11.83,10.191,2.4,263.5,7.6
London Harlington,HRL,2018-12-29 21:00:00,86.08904,51.8816,22.30951,1.24731,13.73,11.906,3.1,311.6,7.6
London Harlington,HRL,2018-12-29 22:00:00,73.3249,46.62988,17.41004,1.44688,16.018,14.106,3.7,318.9,7.2
London Harlington,HRL,2018-12-29 23:00:00,67.21832,41.37375,16.85539,1.09764,12.74,11.679,3.6,316.2,7
London Harlington,HRL,2018-12-30 00:00:00,46.22025,37.58964,5.62873,2.59441,14.635,13.514,1.8,253.6,4.3
London Harlington,HRL,2018-12-30 01:00:00,21.91636,20.40442,0.98606,16.36474,12.08,11.144,1.8,249.1,4.1
London Harlington,HRL,2018-12-30 02:00:00,22.26836,20.80368,0.95524,12.22366,12.67,11.597,1.8,254.5,4.4
London Harlington,HRL,2018-12-30 03:00:00,20.01857,18.79013,0.80117,18.16087,12.015,11.047,2.3,260,4.6
London Harlington,HRL,2018-12-30 04:00:00,22.36019,20.89551,0.95524,16.21506,11.338,10.323,2.4,223.7,5.1
London Harlington,HRL,2018-12-30 05:00:00,35.26207,29.30884,3.88259,12.57291,14.29,12.418,2.1,225,5.8
London Harlington,HRL,2018-12-30 06:00:00,41.82779,37.3865,2.89654,13.92001,13.135,11.441,2.1,233.7,6.3
London Harlington,HRL,2018-12-30 07:00:00,22.22245,20.47428,1.14013,34.07658,6.812,5.404,2.5,249.8,7
London Harlington,HRL,2018-12-30 08:00:00,11.43263,10.25143,0.77036,44.90325,3.271,2.49,3.4,267.9,7.8
London Harlington,HRL,2018-12-30 09:00:00,12.71822,11.44253,0.83198,41.85981,3.223,2.5,3.1,279.2,8.4
London Harlington,HRL,2018-12-30 10:00:00,17.53921,14.84608,1.75641,36.72088,4.056,3.343,3.2,298.9,8.6
London Harlington,HRL,2018-12-30 11:00:00,16.85049,14.25186,1.69478,37.71873,5.162,4.449,4.5,310.6,8.6
London Harlington,HRL,2018-12-30 12:00:00,16.48318,12.8451,2.3727,39.21551,5.534,4.365,4.2,309.7,8.6
London Harlington,HRL,2018-12-30 13:00:00,18.8248,16.17892,1.7256,35.02454,5.678,4.535,3.4,301.9,8.9
London Harlington,HRL,2018-12-30 14:00:00,20.24814,18.26373,1.2942,34.6254,6.998,4.684,2.9,269.3,9
London Harlington,HRL,2018-12-30 15:00:00,32.32356,28.73273,2.34188,25.14582,8.429,6.954,3.1,273.2,9
London Harlington,HRL,2018-12-30 16:00:00,45.04178,38.56883,4.22155,19.25851,12.195,9.756,2.8,264.8,9
London Harlington,HRL,2018-12-30 17:00:00,28.28312,26.81844,0.95524,30.18496,7.827,6.603,3,261.9,9
London Harlington,HRL,2018-12-30 18:00:00,42.01145,37.94814,2.65003,17.81162,7.696,6.423,3,262.5,9.1
London Harlington,HRL,2018-12-30 19:00:00,48.94449,44.03071,3.20468,14.11958,9.175,6.961,3.3,267,9
London Harlington,HRL,2018-12-30 20:00:00,36.86906,31.7663,3.32794,25.54496,8.708,6.934,3.2,274.6,8.5
London Harlington,HRL,2018-12-30 21:00:00,51.79116,36.53011,9.953,18.01119,8.986,6.938,3.5,273.6,8.2
London Harlington,HRL,2018-12-30 22:00:00,25.57418,21.36913,2.74247,36.82067,3.569,2.702,4,297.7,7.9
London Harlington,HRL,2018-12-30 23:00:00,20.93685,17.96024,1.9413,37.2697,3.39,2.407,4.1,309.7,7.5
London Harlington,HRL,2018-12-31 00:00:00,19.22273,17.14382,1.35583,37.51916,4.241,3.395,2.8,269.5,6
London Harlington,HRL,2018-12-31 01:00:00,10.40721,9.39926,0.65737,46.03415,5.925,4.967,3.5,289.2,5.6
London Harlington,HRL,2018-12-31 02:00:00,8.95326,7.72482,0.80117,45.10282,8.188,6.964,2.8,277,5.5
London Harlington,HRL,2018-12-31 03:00:00,6.79529,5.89759,0.58547,50.24175,6.12,5.37,3.4,291.8,5.4
London Harlington,HRL,2018-12-31 04:00:00,8.63186,6.74195,1.23257,47.94669,7.09,6.177,2.7,292.7,5.2
London Harlington,HRL,2018-12-31 05:00:00,14.41705,12.1019,1.5099,44.75357,6.141,5.142,3.1,297.6,5
London Harlington,HRL,2018-12-31 06:00:00,30.34925,25.48273,3.17387,33.37808,6.432,5.201,2.9,289.2,4.5
London Harlington,HRL,2018-12-31 07:00:00,16.57501,14.92134,1.0785,43.45637,6.048,4.956,3.3,281.4,4.4
London Harlington,HRL,2018-12-31 08:00:00,36.13444,28.85827,4.74539,29.23701,5.661,3.507,2.9,294.6,5
London Harlington,HRL,2018-12-31 09:00:00,50.41374,36.71187,8.93613,25.99399,5.158,1.968,3.8,301.6,5.5
London Harlington,HRL,2018-12-31 10:00:00,37.23638,27.50332,6.34773,33.72733,3.713,1.639,2.2,292.9,6
London Harlington,HRL,2018-12-31 11:00:00,27.73215,20.03075,5.02272,42.80777,2.349,0.955,2.9,291.6,6.5
London Harlington,HRL,2018-12-31 12:00:00,22.31428,15.98307,4.12911,47.74712,2.434,0.834,3.3,289,7.1
London Harlington,HRL,2018-12-31 13:00:00,26.67612,18.59674,5.26923,46.25035,3.947,1.638,3.5,292.5,7.3
London Harlington,HRL,2018-12-31 14:00:00,19.88083,15.48678,2.86572,49.29379,4.857,2.527,3.5,293.8,7.4
London Harlington,HRL,2018-12-31 15:00:00,21.48782,17.51901,2.5884,49.44347,7.822,4.226,3.1,286.8,7.5
London Harlington,HRL,2018-12-31 16:00:00,16.25361,14.22195,1.32501,53.18541,7.383,4.427,3.5,277.9,7.4
London Harlington,HRL,2018-12-31 17:00:00,23.59988,20.57601,1.97211,45.70153,9.367,5.369,4.5,267.4,6.6
London Harlington,HRL,2018-12-31 18:00:00,17.67695,16.21227,0.95524,49.09422,10.02,6.14,4,264.6,6.3
London Harlington,HRL,2018-12-31 19:00:00,14.09565,12.8672,0.80117,53.58455,9.959,6.26,4.1,279.4,6.6
London Harlington,HRL,2018-12-31 20:00:00,15.47307,13.48866,1.2942,50.74067,12.46,8.015,4.3,282.9,6.8
London Harlington,HRL,2018-12-31 21:00:00,21.21234,17.47976,2.43432,45.9011,16.643,10.932,4.6,279.5,7.1
London Harlington,HRL,2018-12-31 22:00:00,22.26836,18.29955,2.5884,48.14626,16.62,10.707,4,277.5,7.2
London Harlington,HRL,2018-12-31 23:00:00,17.99835,14.31302,2.40351,51.33938,11.953,7.308,4.3,284.8,6.5
London Harlington,HRL,2019-01-01 00:00:00,9.48892,7.599,1.23258,55.14784,19.328,14.741,3.1,263.6,5.9
London Harlington,HRL,2019-01-01 01:00:00,19.83491,16.62204,2.09539,50.55773,16.705,11.408,3.4,271.2,5.1
London Harlington,HRL,2019-01-01 02:00:00,10.10111,8.44743,1.07851,60.02068,10.074,5.407,3.6,276.3,4.5
London Harlington,HRL,2019-01-01 03:00:00,7.30035,5.83566,0.95525,60.66928,10.326,5.503,3.8,287.2,4.2
London Harlington,HRL,2019-01-01 04:00:00,10.97348,10.02852,0.61629,50.09207,9.708,5.755,3.7,289,3.8
London Harlington,HRL,2019-01-01 05:00:00,15.97813,15.03316,0.61629,43.05723,9.518,5.527,4.8,309.1,4.2
London Harlington,HRL,2019-01-01 06:00:00,19.42169,18.57122,0.55466,38.01809,9.802,5.667,5,316.1,5.2
London Harlington,HRL,2019-01-01 07:00:00,21.44191,20.2607,0.77036,36.42153,8.935,5.512,3.6,302.2,5.7
London Harlington,HRL,2019-01-01 08:00:00,23.50805,21.52362,1.29421,33.62755,9.508,5.576,3,292.9,6
London Harlington,HRL,2019-01-01 09:00:00,21.76331,18.88117,1.87968,35.02454,9.294,5.78,2.7,289.9,6.4
London Harlington,HRL,2019-01-01 10:00:00,22.54385,16.92131,3.66692,38.91615,9.06,5.616,3.3,283.5,6.9
London Harlington,HRL,2019-01-01 11:00:00,21.21234,15.44806,3.75937,41.95959,7.053,4.002,3.7,301.7,7.5
London Harlington,HRL,2019-01-01 12:00:00,15.2435,11.1329,2.68086,47.54755,5.629,3.767,3.7,313.4,7.9
London Harlington,HRL,2019-01-01 13:00:00,25.71193,18.38845,4.77625,39.51486,6.083,3.788,3.2,309.7,8
London Harlington,HRL,2019-01-01 14:00:00,32.41539,23.53273,5.79312,32.5798,6.405,4.141,2.9,303.7,7.9
London Harlington,HRL,2019-01-01 15:00:00,34.61927,27.67378,4.52973,32.13077,7.407,4.679,3.3,317.7,7.6
London Harlington,HRL,2019-01-01 16:00:00,33.15002,28.2362,3.20471,30.73378,6.83,4.531,3.2,344.4,6.1
London Harlington,HRL,2019-01-01 17:00:00,27.96172,23.04791,3.20471,45.20261,11.988,6.571,2.9,351.4,4.7
London Harlington,HRL,2019-01-01 18:00:00,29.2014,24.28759,3.20471,41.31099,17.038,8.677,3.5,0.3,3.9
London Harlington,HRL,2019-01-01 19:00:00,36.13444,30.4174,3.72855,35.57335,16.323,8.935,3.5,2.1,3.4
London Harlington,HRL,2019-01-01 20:00:00,23.59988,19.77277,2.49597,47.14841,11.761,6.283,3.5,5.8,2.9
London Harlington,HRL,2019-01-01 21:00:00,8.90735,7.30091,1.04769,58.07487,10.9,5.826,3.2,2.6,2.4
London Harlington,HRL,2019-01-01 22:00:00,13.54468,11.18227,1.54073,51.73852,11.615,5.973,2.8,359.7,1.8
London Harlington,HRL,2019-01-01 23:00:00,20.66137,18.39345,1.4791,46.30024,11.855,5.973,2.3,358,1.1
London Harlington,HRL,2019-01-02 00:00:00,19.59004,17.13313,1.60235,45.10282,11.448,5.659,2.9,351.7,2.8
London Harlington,HRL,2019-01-02 01:00:00,19.10029,16.95837,1.39692,45.30239,11.39,6.002,3.5,352.1,2
London Harlington,HRL,2019-01-02 02:00:00,18.31975,17.32754,0.6471,40.96174,11.92,6.016,3.8,357.3,1.5
London Harlington,HRL,2019-01-02 03:00:00,24.05902,22.83056,0.80118,33.62755,12.78,6.207,3.7,357.9,1.1
London Harlington,HRL,2019-01-02 04:00:00,20.38588,19.15743,0.80118,38.5669,13.75,6.279,3.5,355.2,0.7
London Harlington,HRL,2019-01-02 05:00:00,25.11504,23.08337,1.32502,38.76647,13.803,6.346,3.2,348.8,0.4
London Harlington,HRL,2019-01-02 06:00:00,40.5422,35.43939,3.32797,27.59055,13.75,6.279,2.9,346.6,0
London Harlington,HRL,2019-01-02 07:00:00,80.39568,58.00003,14.60607,13.22151,16.22,7.048,2.8,346.2,-0.3
London Harlington,HRL,2019-01-02 08:00:00,71.53425,52.8712,12.17172,20.6056,17.785,7.421,2.9,349.7,-0.2
London Harlington,HRL,2019-01-02 09:00:00,57.34678,43.4558,9.05946,25.19571,17.703,7.517,3.6,5.5,1.2
London Harlington,HRL,2019-01-02 10:00:00,46.00598,35.28064,6.99489,36.32174,16.608,7.812,3.5,9.5,2.8
London Harlington,HRL,2019-01-02 11:00:00,37.55778,26.69069,7.08733,45.95099,13.428,6.817,3.6,10.5,3.9
London Harlington,HRL,2019-01-02 12:00:00,29.66054,22.9513,4.37566,53.43487,11.128,5.605,3.5,11,4.7
London Harlington,HRL,2019-01-02 13:00:00,29.61463,21.01545,5.60824,56.67788,11.62,5.409,3.4,17.3,4.8
London Harlington,HRL,2019-01-02 14:00:00,23.3703,16.70831,4.34484,56.5781,10.612,4.971,2.4,7.4,4.3
London Harlington,HRL,2019-01-02 15:00:00,36.18035,29.51835,4.34484,48.09637,12.515,5.925,2.6,345.5,3
London Harlington,HRL,2019-01-02 16:00:00,39.44026,29.65988,6.3786,46.64949,11.395,5.174,2.8,348.9,2.2
London Harlington,HRL,2019-01-02 17:00:00,52.52579,41.42246,7.2414,37.36948,11.625,5.583,2.9,353.8,1.6
London Harlington,HRL,2019-01-02 18:00:00,60.0098,49.2372,7.0257,25.2955,12.09,6.427,2.6,1.5,1
London Harlington,HRL,2019-01-02 19:00:00,58.63237,48.04877,6.90245,25.74453,12.883,7.019,2.7,14.3,0.7
London Harlington,HRL,2019-01-02 20:00:00,58.12732,50.61485,4.8995,21.00474,16.545,8.747,2,10.8,0.2
London Harlington,HRL,2019-01-02 21:00:00,51.01062,44.49037,4.2524,25.2955,20.193,9.892,1.5,1.6,-0.2
London Harlington,HRL,2019-01-02 22:00:00,37.69552,34.2464,2.24946,29.2869,15.275,9.093,1.6,343.2,-0.4
London Harlington,HRL,2019-01-02 23:00:00,46.51104,40.794,3.72855,22.40173,13.83,8.561,1.3,318.8,-0.6
London Harlington,HRL,2019-01-03 00:00:00,43.34296,37.61018,3.73882,22.15227,12.408,7.481,1.7,342.6,0.3
London Harlington,HRL,2019-01-03 01:00:00,31.34406,30.14711,0.78063,31.19944,12.7,7.836,1.9,0.3,-0.3
London Harlington,HRL,2019-01-03 02:00:00,26.5843,24.31638,1.4791,37.51916,10.363,6.677,2,358.1,-0.9
London Harlington,HRL,2019-01-03 03:00:00,24.05902,22.35808,1.10932,38.11787,9.907,5.932,1.2,15.8,-1.3
London Harlington,HRL,2019-01-03 04:00:00,32.18582,28.87845,2.15702,36.17206,8.487,4.564,0.5,286.4,-1.9
London Harlington,HRL,2019-01-03 05:00:00,32.09399,29.11736,1.94131,41.36088,7.646,4.148,2.2,269.2,-2.1
London Harlington,HRL,2019-01-03 06:00:00,46.64878,41.02624,3.66692,30.73378,8.785,4.594,2.3,273.4,-2.3
London Harlington,HRL,2019-01-03 07:00:00,76.07975,58.8814,11.21647,17.61205,9.46,4.819,2.1,274.1,-2.6
London Harlington,HRL,2019-01-03 08:00:00,53.81139,44.59799,6.00882,31.23271,9.907,5.492,1.9,280,-2.5
London Harlington,HRL,2019-01-03 09:00:00,47.15384,32.2234,9.73738,46.25035,8.876,4.587,1.3,302.3,-0.9
London Harlington,HRL,2019-01-03 10:00:00,39.21069,27.72937,7.48792,51.93809,9.778,4.44,0.7,312.2,0.3
London Harlington,HRL,2019-01-03 11:00:00,35.95078,25.08369,7.08733,56.77767,8.139,4.386,0.8,338.1,1.6
London Harlington,HRL,2019-01-03 12:00:00,30.07377,21.23835,5.76231,57.92519,9.035,4.628,1.1,355.3,2.7
London Harlington,HRL,2019-01-03 13:00:00,30.487,21.0846,6.13208,56.12906,8.939,4.734,1.5,5.4,3.3
London Harlington,HRL,2019-01-03 14:00:00,36.77724,25.72115,7.21059,54.78197,8.516,4.577,1.6,11.4,3
London Harlington,HRL,2019-01-03 15:00:00,43.06748,31.53891,7.51873,49.09422,8.041,4.257,1.9,12.2,1.7
London Harlington,HRL,2019-01-03 16:00:00,42.37876,31.41718,7.14896,42.70798,8.882,4.988,2.4,26.2,0.6
London Harlington,HRL,2019-01-03 17:00:00,59.32109,43.54018,10.29204,35.77292,13.252,8.077,2.1,25.2,-0.2
London Harlington,HRL,2019-01-03 18:00:00,39.11886,31.46465,4.99195,43.70583,13.173,8.965,1.7,25.3,-0.8
London Harlington,HRL,2019-01-03 19:00:00,55.32655,44.36497,7.14896,30.43443,20.395,14.896,1.2,22.5,-1.2
London Harlington,HRL,2019-01-03 20:00:00,52.20439,44.64468,4.93032,24.34754,20.485,15.455,0.9,331.1,-1.6
London Harlington,HRL,2019-01-03 21:00:00,74.10544,58.18279,10.38448,8.43183,20.993,15.377,1,316.8,-1.9
London Harlington,HRL,2019-01-03 22:00:00,73.82996,57.81281,10.44611,7.63355,20.885,16.274,1.1,310.9,-2.1
London Harlington,HRL,2019-01-03 23:00:00,71.30468,56.56324,9.61412,4.19097,22.898,18.16,1.4,293.5,-2.3
London Harlington,HRL,2019-01-04 00:00:00,78.42137,55.99422,14.62661,1.26394,22.07,17.038,1.3,352.9,-0.3
London Harlington,HRL,2019-01-04 01:00:00,60.23937,45.68692,9.49086,1.06437,21.708,17.05,1.5,334.7,-1
London Harlington,HRL,2019-01-04 02:00:00,58.17323,46.73916,7.45711,1.3471,21.633,17.627,1.4,337.5,-1.5
London Harlington,HRL,2019-01-04 03:00:00,54.91333,47.44811,4.86869,2.79398,22.323,18.097,1.6,316.6,-2
London Harlington,HRL,2019-01-04 04:00:00,57.48452,45.57797,7.76525,5.78753,21.468,16.835,0.8,330.8,-2.3
London Harlington,HRL,2019-01-04 05:00:00,37.78735,31.50334,4.09833,21.05464,19.235,15.606,0.9,325,-2.6
London Harlington,HRL,2019-01-04 06:00:00,49.40363,39.6705,6.34778,13.67055,26.023,21.432,0.8,291.8,-2.9
London Harlington,HRL,2019-01-04 07:00:00,80.1202,52.71623,17.8724,6.88517,26.093,20.91,1.7,280,-3.1
London Harlington,HRL,2019-01-04 08:00:00,121.62659,60.72364,39.71987,2.29506,32.295,24.46,1.6,283.1,-3.1
London Harlington,HRL,2019-01-04 09:00:00,106.84223,55.48342,33.49535,6.93506,38.615,29.168,1.4,298,-1.6
London Harlington,HRL,2019-01-04 10:00:00,85.81355,46.64478,25.54521,12.77248,38.918,30.41,1.2,297.5,-0.4
London Harlington,HRL,2019-01-04 11:00:00,77.08986,45.05557,20.89222,17.3127,37.93,28.625,1.9,312.7,1
London Harlington,HRL,2019-01-04 12:00:00,63.72884,39.8685,15.56132,25.79442,31.755,24.939,2.7,313.2,1.9
London Harlington,HRL,2019-01-04 13:00:00,41.82779,26.23588,10.16878,37.31959,22.715,17.469,3,320.7,2.2
London Harlington,HRL,2019-01-04 14:00:00,47.24566,30.37805,11.00077,36.87056,22.798,16.722,2.8,323.7,1.8
London Harlington,HRL,2019-01-04 15:00:00,51.69934,38.2336,8.78213,29.38668,21.933,15.184,2.3,315.3,0.6
London Harlington,HRL,2019-01-04 16:00:00,112.67333,61.83425,33.15639,6.58581,26.76,17.491,2.2,302.6,-0.3
London Harlington,HRL,2019-01-04 17:00:00,144.67549,77.39403,43.87983,1.69635,45.478,32.606,2.4,299.3,-0.9
London Harlington,HRL,2019-01-04 18:00:00,114.73947,68.9087,29.89005,1.64645,39.753,31.227,2.4,304.1,-1.4
London Harlington,HRL,2019-01-04 19:00:00,84.43613,59.06384,16.54738,4.39054,39.933,31.958,2.6,303.7,-1.7
London Harlington,HRL,2019-01-04 20:00:00,65.15218,52.67865,8.13502,8.88087,38.808,32.019,2.8,307.9,-1.9
London Harlington,HRL,2019-01-04 21:00:00,74.9319,52.3945,14.69851,5.58796,42.45,31.432,2.8,306.6,-2.1
London Harlington,HRL,2019-01-04 22:00:00,91.18551,53.43418,24.62077,3.74194,43.96,34.979,2.7,305.5,-2.3
London Harlington,HRL,2019-01-04 23:00:00,108.77063,54.52967,35.37503,2.49463,37.64,31.311,2.6,308.7,-2.5
London Harlington,HRL,2019-01-05 00:00:00,54.54601,44.71839,6.40941,7.38409,36.148,30.484,2.9,291.3,1.3
London Harlington,HRL,2019-01-05 01:00:00,61.52496,40.86174,13.4762,8.38194,35.178,30.696,3.5,315.4,1.1
London Harlington,HRL,2019-01-05 02:00:00,30.85431,29.15338,1.10932,16.91356,33.71,29.441,3.3,316.3,2.4
London Harlington,HRL,2019-01-05 03:00:00,29.93603,27.47912,1.60235,17.3127,30.773,26.418,4.2,320.6,2.1
London Harlington,HRL,2019-01-05 04:00:00,29.43097,27.58829,1.20177,16.01549,27.92,24.031,4.1,322.6,1.6
London Harlington,HRL,2019-01-05 05:00:00,45.0877,39.93764,3.35878,9.13033,26.65,22.609,3.6,322.2,1.5
London Harlington,HRL,2019-01-05 06:00:00,67.90703,45.32239,14.72932,5.23871,26.198,22.123,3.7,306.6,1.6
London Harlington,HRL,2019-01-05 07:00:00,84.06881,52.36526,20.67652,5.68775,29.115,22.616,3,306.4,0.9
London Harlington,HRL,2019-01-05 08:00:00,40.49628,30.14892,6.74837,35.22411,26.145,21.361,3.3,305.2,-0.1
London Harlington,HRL,2019-01-05 09:00:00,30.53291,23.30394,4.71462,41.06153,26.008,21.658,3.6,315.2,0.4
London Harlington,HRL,2019-01-05 10:00:00,27.27301,21.31973,3.88263,45.20261,18.78,15.264,3.5,315.3,1.5
London Harlington,HRL,2019-01-05 11:00:00,28.92592,22.45291,4.22158,44.6039,16.228,12.915,3.9,316.7,2.5
London Harlington,HRL,2019-01-05 12:00:00,41.69005,27.37384,9.33679,43.20691,16.95,13.146,3.6,313.8,3.1
London Harlington,HRL,2019-01-05 13:00:00,38.88929,26.60475,8.01177,43.15701,17.883,13.745,3.4,310,3.4
London Harlington,HRL,2019-01-05 14:00:00,51.88299,37.28329,9.52168,33.17851,19.323,14.455,2.8,302,3.1
London Harlington,HRL,2019-01-05 15:00:00,71.35059,48.6242,14.82177,21.70324,21.88,16.142,2.6,290.8,1.9
London Harlington,HRL,2019-01-05 16:00:00,49.86277,43.20077,4.34484,23.79872,23.028,18.311,2.9,290.9,1.2
London Harlington,HRL,2019-01-05 17:00:00,51.14837,48.36072,1.81806,15.11743,22.82,18.135,3.6,321.2,1.4
London Harlington,HRL,2019-01-05 18:00:00,51.33202,48.30814,1.97213,17.06324,23.15,19.493,2.7,314,0.8
London Harlington,HRL,2019-01-05 19:00:00,59.91797,52.64174,4.74543,13.12173,23.635,19.693,2.2,303.4,0
London Harlington,HRL,2019-01-05 20:00:00,50.73514,46.86079,2.52679,15.06754,27.105,23.403,2.3,291.2,-0.5
London Harlington,HRL,2019-01-05 21:00:00,58.63237,50.97816,4.99195,8.03269,34.478,28.951,2.8,277.6,-0.8
London Harlington,HRL,2019-01-05 22:00:00,47.47523,44.4986,1.94131,12.72259,31.253,26.436,3.4,290.3,-1
London Harlington,HRL,2019-01-05 23:00:00,38.10875,36.7858,0.86281,20.35614,27.08,23.599,3.7,293.5,-0.9
London Harlington,HRL,2019-01-06 00:00:00,48.54656,45.39668,2.0543,17.49564,26.473,22.488,3,275.3,2.7
London Harlington,HRL,2019-01-06 01:00:00,27.18118,26.6772,0.32869,28.20589,22.658,19.366,3.6,289,2.4
London Harlington,HRL,2019-01-06 02:00:00,23.92127,22.78732,0.73955,31.08303,21.393,18.165,3.7,292.6,2.2
London Harlington,HRL,2019-01-06 03:00:00,19.60534,18.94387,0.4314,33.2783,20.808,17.844,3.6,300,2.5
London Harlington,HRL,2019-01-06 04:00:00,18.87072,17.68951,0.77036,33.17851,20.79,18.068,3.4,316.2,2.6
London Harlington,HRL,2019-01-06 05:00:00,29.15549,27.5018,1.07851,24.39743,21.48,18.644,2.5,334.9,3.2
London Harlington,HRL,2019-01-06 06:00:00,32.50722,31.08977,0.92444,20.10668,21.608,18.601,1.6,298.1,3.6
London Harlington,HRL,2019-01-06 07:00:00,37.60369,35.00504,1.6948,16.96345,20.725,17.675,2.5,264,3.9
London Harlington,HRL,2019-01-06 08:00:00,43.52662,38.47106,3.29715,14.71829,20.423,16.92,2.6,283.6,4.2
London Harlington,HRL,2019-01-06 09:00:00,50.18417,39.83681,6.74837,14.6185,21.288,16.903,2.7,287.7,4.5
London Harlington,HRL,2019-01-06 10:00:00,55.05107,35.53756,12.72638,19.05894,21.853,16.451,3.1,290.9,4.8
London Harlington,HRL,2019-01-06 11:00:00,56.15301,37.53721,12.14091,23.00044,19.005,12.731,3.5,303,5
London Harlington,HRL,2019-01-06 12:00:00,49.54137,32.05953,11.40136,30.88346,17.33,9.197,3.3,315.8,5.2
London Harlington,HRL,2019-01-06 13:00:00,43.34296,30.01896,8.68969,34.77507,20.243,9.974,3,313.2,5.2
London Harlington,HRL,2019-01-06 14:00:00,58.31097,41.01813,11.2781,20.55571,19.668,10.403,2.8,305.1,5.1
London Harlington,HRL,2019-01-06 15:00:00,58.31097,44.27825,9.1519,15.76603,19.05,10.026,2.6,308.9,5.1
London Harlington,HRL,2019-01-06 16:00:00,84.0229,55.34323,18.70439,3.89162,20.763,11.717,3.1,324.9,4.9
London Harlington,HRL,2019-01-06 17:00:00,93.15982,61.22002,20.83059,3.04344,22.405,12.323,2.5,322.1,4.7
London Harlington,HRL,2019-01-06 18:00:00,107.53095,61.98366,29.70516,2.14538,24.543,14.087,2.3,320.1,4.7
London Harlington,HRL,2019-01-06 19:00:00,74.19727,55.25074,12.35661,9.72904,26.625,14.738,1.9,296.2,4.8
London Harlington,HRL,2019-01-06 20:00:00,51.69934,44.51761,4.6838,14.6185,25.47,15.012,2.4,289.7,4.9
London Harlington,HRL,2019-01-06 21:00:00,48.25577,38.52264,6.34778,15.71614,25.873,15.627,2.4,291.4,4.9
London Harlington,HRL,2019-01-06 22:00:00,66.80509,46.67735,13.12697,4.73979,24.5,15.151,1.9,286.1,4.9
London Harlington,HRL,2019-01-06 23:00:00,79.156,50.14559,18.92009,1.64645,23.04,14.618,2,249.7,5
London Harlington,HRL,2019-01-07 00:00:00,50.32191,44.65212,3.69774,4.52359,22.85,14.71,2.5,262.9,2.8
London Harlington,HRL,2019-01-07 01:00:00,29.81359,28.74263,0.69846,17.42911,22.3,14.571,2.6,271.7,2.2
London Harlington,HRL,2019-01-07 02:00:00,27.45666,25.66123,1.17095,14.36904,21.52,14.002,2.8,279.6,2
London Harlington,HRL,2019-01-07 03:00:00,25.71193,24.81421,0.58548,17.91141,21.29,14.123,2.7,263.9,1.8
London Harlington,HRL,2019-01-07 04:00:00,18.91663,17.92442,0.6471,35.62325,17.35,9.875,2.7,249.1,2
London Harlington,HRL,2019-01-07 05:00:00,29.5228,28.05811,0.95525,30.78367,18.608,10.672,3.1,257.6,2.3
London Harlington,HRL,2019-01-07 06:00:00,54.04096,48.08768,3.88263,16.76388,17.325,10.184,3.7,272.1,2.7
London Harlington,HRL,2019-01-07 07:00:00,72.95759,60.95654,7.82688,12.87227,17.198,9.66,3.6,261.4,3.3
London Harlington,HRL,2019-01-07 08:00:00,32.50722,29.67233,1.84887,40.86196,18.438,10.127,4.1,254.5,3.9
London Harlington,HRL,2019-01-07 09:00:00,32.82862,29.00151,2.49597,35.82282,16.75,9.173,4.2,258.7,4.3
London Harlington,HRL,2019-01-07 10:00:00,23.73762,20.33574,2.21864,40.46282,18.275,10.038,4.4,258.3,4.8
London Harlington,HRL,2019-01-07 11:00:00,20.66137,17.59023,2.00294,41.76002,17.193,11.035,5.4,258.6,5.8
London Harlington,HRL,2019-01-07 12:00:00,22.22245,19.15132,2.00294,43.60605,14.143,9.889,6,259,6.5
London Harlington,HRL,2019-01-07 13:00:00,18.59523,16.94155,1.07851,48.34583,9.526,6.729,5.6,263.5,7.2
London Harlington,HRL,2019-01-07 14:00:00,18.73297,16.98479,1.14014,47.39788,6.162,4.522,5.9,258.4,7.8
London Harlington,HRL,2019-01-07 15:00:00,21.57965,19.26449,1.50991,44.40433,6.472,4.84,6.9,277.1,8.4
