site,code,date,nox,no2,no,o3,pm10,pm2.5,ws,wd,air_temp
London Harlington,HRL,2018-01-10 08:00:00,49.34939,43.82091,3.60558,28.6383,7.471,4.706,4.5,272.2,5.5
London Harlington,HRL,2018-01-10 09:00:00,50.23657,40.00889,6.67032,31.03314,10.372,6.178,4.1,279.8,5
London Harlington,HRL,2018-01-10 10:00:00,40.31124,30.91283,6.12949,37.07013,12.198,7.289,3.7,277.2,5
London Harlington,HRL,2018-01-10 11:00:00,36.81797,29.79681,4.57909,37.12002,11.615,7.601,3.4,273.1,5
London Harlington,HRL,2018-01-10 12:00:00,35.26541,25.25886,6.5261,39.86411,11.695,7.304,3.4,266.8,4.8
London Harlington,HRL,2018-01-10 13:00:00,NA,NA,NA,40.64576,NA,NA,3.3,276.7,4.7
London Harlington,HRL,2018-01-10 14:00:00,26.67085,20.20253,4.21853,45.55185,9.4,6.171,3,280.9,4.5
London Harlington,HRL,2018-01-10 15:00:00,40.92118,33.40245,4.90359,30.18496,11.938,7.332,2.7,288.5,4.3
London Harlington,HRL,2018-01-10 16:00:00,99.30872,67.63054,20.65997,7.18452,16.803,10.119,2.4,301.1,3.9
London Harlington,HRL,2018-01-10 17:00:00,239.03957,93.36417,95.00702,0.84817,16.008,10.781,2.1,313.8,3.6
London Harlington,HRL,2018-01-10 18:00:00,306.24346,95.16617,137.66102,0.94796,19.08,13.625,1.8,321.8,3.4
London Harlington,HRL,2018-01-10 19:00:00,402.22525,101.08905,196.39591,0.99785,21.615,15.5,1.9,330.7,3.1
London Harlington,HRL,2018-01-10 20:00:00,430.72591,107.25466,210.96246,0.89807,23.853,17.248,2.1,341.8,2.8
London Harlington,HRL,2018-01-10 21:00:00,489.88973,101.62471,253.21985,0.94796,26.388,21.208,2.4,356.1,2.6
London Harlington,HRL,2018-01-10 22:00:00,451.24195,92.99657,233.64155,1.39699,29.015,23.698,2.3,6.3,2.3
London Harlington,HRL,2018-01-10 23:00:00,431.22495,81.82513,227.87262,1.24731,27.28,22.67,2.5,9.2,2.1
London Harlington,HRL,2018-01-11 00:00:00,410.96396,68.11181,223.60235,1.39699,30.508,25.844,1.8,12.5,2.9
London Harlington,HRL,2018-01-11 01:00:00,NA,NA,NA,1.19742,31.085,26.833,1.5,348.2,1.4
London Harlington,HRL,2018-01-11 02:00:00,234.29822,53.51628,117.90292,1.04774,28.965,25.083,1.5,347.3,1.8
London Harlington,HRL,2018-01-11 03:00:00,101.35559,41.29753,39.16885,0.6985,22.498,19.859,2,3.4,1.7
London Harlington,HRL,2018-01-11 04:00:00,72.59477,41.93035,19.99881,0.6486,22.393,19.455,2.2,350.7,1.8
London Harlington,HRL,2018-01-11 05:00:00,118.92242,39.13968,52.03295,0.54882,22.043,19.177,2.4,356.5,2.3
London Harlington,HRL,2018-01-11 06:00:00,182.09649,46.34428,88.53529,1.04774,23.975,20.568,2.3,358.3,3
London Harlington,HRL,2018-01-11 07:00:00,196.28295,60.91749,88.28305,0.79828,22.308,19.196,2.8,355.4,3.2
London Harlington,HRL,2018-01-11 08:00:00,167.68837,50.55581,76.39186,0.99785,18.008,14.811,2.9,356.5,3.4
London Harlington,HRL,2018-01-11 09:00:00,127.17938,44.57883,53.87068,1.19742,18.51,15.123,3,5.1,3.3
London Harlington,HRL,2018-01-11 10:00:00,105.95511,37.94087,44.35773,1.84602,23.108,20.231,3.8,5.1,3.4
London Harlington,HRL,2018-01-11 11:00:00,99.91478,33.77909,43.13258,2.44473,24.373,20.927,4.1,354.5,3.6
London Harlington,HRL,2018-01-11 12:00:00,82.34796,27.48351,35.78166,3.74194,24.355,21.837,4.4,351,3.7
London Harlington,HRL,2018-01-11 13:00:00,82.01546,31.29485,33.07912,2.99355,21.94,18.8,4.2,349.2,3.8
London Harlington,HRL,2018-01-11 14:00:00,89.77368,40.3791,32.21431,2.89377,23.853,20.262,4,354.6,3.9
London Harlington,HRL,2018-01-11 15:00:00,86.0054,35.2848,33.07912,1.74624,24.19,20.311,3.1,18.1,3.9
London Harlington,HRL,2018-01-11 16:00:00,84.62001,35.33593,32.14224,0.54882,26.47,22.863,3.6,1.5,3.4
London Harlington,HRL,2018-01-11 17:00:00,102.90724,43.18068,38.95264,0.6985,32.323,27.019,4,357.4,3.4
London Harlington,HRL,2018-01-11 18:00:00,142.47416,49.65213,60.53695,0.99785,31.94,26.295,4.4,355,3.4
London Harlington,HRL,2018-01-11 19:00:00,150.78653,50.7266,65.25739,0.6985,27.54,22.8,3.9,355.6,3.6
London Harlington,HRL,2018-01-11 20:00:00,118.31284,46.21002,47.02424,0.59871,26.908,22.219,3.3,7.8,3.9
London Harlington,HRL,2018-01-11 21:00:00,83.95502,43.01387,26.70112,0.49893,26.21,22.04,3.6,30.3,4.3
London Harlington,HRL,2018-01-11 22:00:00,58.7408,39.23713,12.71997,0.74839,28.913,23.908,2.3,37.4,4.5
London Harlington,HRL,2018-01-11 23:00:00,51.09342,37.50162,8.86434,0.74839,27.365,23.318,1.4,344.1,4.6
London Harlington,HRL,2018-01-12 00:00:00,45.78324,34.81334,7.15438,1.33047,30.408,25.653,1.7,354.8,3.8
London Harlington,HRL,2018-01-12 01:00:00,NA,NA,NA,2.8605,31.215,25.031,1.8,11.6,3.6
London Harlington,HRL,2018-01-12 02:00:00,35.83277,29.92448,3.85328,3.14323,25.64,22.033,1.5,349.5,3.7
London Harlington,HRL,2018-01-12 03:00:00,45.35864,30.56031,9.65122,0.84817,30.55,26.205,1.1,27.3,3.8
London Harlington,HRL,2018-01-12 04:00:00,57.8198,31.53621,17.14171,0.6486,35.078,29.014,1.1,40.2,4
London Harlington,HRL,2018-01-12 05:00:00,72.7732,31.80172,26.72091,0.29936,30.003,26.109,0.8,79.4,3.8
London Harlington,HRL,2018-01-12 06:00:00,127.27002,34.78049,60.3201,0.89807,27.445,24.267,1,78.2,3.5
London Harlington,HRL,2018-01-12 07:00:00,192.67729,41.49141,98.60086,0.89807,25.855,22.686,1.6,85.6,3.3
London Harlington,HRL,2018-01-12 08:00:00,199.26786,51.17417,96.58419,0.89807,24.198,20.802,1.7,111.7,3.3
London Harlington,HRL,2018-01-12 09:00:00,133.91598,42.75167,59.45582,1.14753,28.668,25.019,1.2,124.7,3.5
London Harlington,HRL,2018-01-12 10:00:00,127.54694,42.73266,55.31444,2.09549,26.66,22.842,1.5,148.6,3.7
London Harlington,HRL,2018-01-12 11:00:00,94.92638,40.42658,35.54385,4.73979,19.648,16.38,2.2,153.3,3.8
London Harlington,HRL,2018-01-12 12:00:00,98.58165,43.9162,35.65188,5.53807,18.073,15.165,2.4,144,3.9
London Harlington,HRL,2018-01-12 13:00:00,96.4771,46.61558,32.51884,6.13678,17.238,14.215,2.2,160.6,4.4
London Harlington,HRL,2018-01-12 14:00:00,108.27367,49.57733,38.28076,6.93506,16.73,14.179,2.4,161.5,4.5
London Harlington,HRL,2018-01-12 15:00:00,69.94867,46.92292,15.017,9.52947,20.343,16.37,3,147.8,4.4
London Harlington,HRL,2018-01-12 16:00:00,63.46886,51.70751,7.67056,6.03699,24.46,19.526,3.4,139.8,4.4
London Harlington,HRL,2018-01-12 17:00:00,73.1055,56.76108,10.65955,4.09119,27.145,21.644,3.9,131.8,4.1
London Harlington,HRL,2018-01-12 18:00:00,57.32135,49.86697,4.86162,9.92861,22.598,19.052,3.8,125.2,4.4
London Harlington,HRL,2018-01-12 19:00:00,63.57963,43.36998,13.18039,23.00044,14.998,13.146,4,135.9,4.6
London Harlington,HRL,2018-01-12 20:00:00,59.03823,42.41772,10.83961,25.34539,17.743,15.278,4.1,138.7,4.7
London Harlington,HRL,2018-01-12 21:00:00,86.34202,54.03971,21.06702,16.81377,17.55,15.104,4.4,142.7,4.9
London Harlington,HRL,2018-01-12 22:00:00,57.21059,39.43051,11.59587,27.39098,15.288,13.505,5.1,148.9,4.8
London Harlington,HRL,2018-01-12 23:00:00,51.50615,34.05737,11.37979,29.33679,16.563,14.467,5.4,162.3,4.9
London Harlington,HRL,2018-01-13 00:00:00,47.08444,28.10113,12.3806,32.46339,17.808,15.451,3.3,140.9,4.3
London Harlington,HRL,2018-01-13 01:00:00,NA,NA,NA,22.28532,22.033,18.955,3.9,143.3,4.8
London Harlington,HRL,2018-01-13 02:00:00,19.70462,18.15947,1.00772,41.71013,22.355,19.3,4.8,150.5,5.2
London Harlington,HRL,2018-01-13 03:00:00,14.99986,13.841,0.75579,42.30884,20.405,17.967,4.7,155.6,5.3
London Harlington,HRL,2018-01-13 04:00:00,14.16961,12.73483,0.93574,42.35873,17.338,15.318,5.1,158.7,5.3
London Harlington,HRL,2018-01-13 05:00:00,16.93712,15.44715,0.97173,36.87056,17.798,15.788,4.9,159.7,5.3
London Harlington,HRL,2018-01-13 06:00:00,20.03672,18.43638,1.04371,30.78367,18.955,16.84,4.3,160.2,5.4
London Harlington,HRL,2018-01-13 07:00:00,25.68242,23.58543,1.36763,23.15012,20.338,17.679,4.2,158.8,5.4
London Harlington,HRL,2018-01-13 08:00:00,32.49048,28.51723,2.59129,18.95915,21.738,18.335,4.3,156.6,5.5
London Harlington,HRL,2018-01-13 09:00:00,38.30224,31.62496,4.3548,15.26711,22.373,18.918,4.5,154.8,5.6
London Harlington,HRL,2018-01-13 10:00:00,50.47925,30.28188,13.17238,18.70969,23.308,19.271,4.7,154.9,5.6
London Harlington,HRL,2018-01-13 11:00:00,29.11413,19.73284,6.11832,29.78582,23.123,19.321,4.8,153.6,5.8
London Harlington,HRL,2018-01-13 12:00:00,42.17674,24.46266,11.55282,28.88776,19.788,16.488,4.5,149.7,5.8
London Harlington,HRL,2018-01-13 13:00:00,25.95917,20.38558,3.635,36.32174,19.893,16.441,3.8,138,5.7
London Harlington,HRL,2018-01-13 14:00:00,24.57542,19.99515,2.98718,36.12217,21.31,17.616,3.5,125.3,5.6
London Harlington,HRL,2018-01-13 15:00:00,25.35032,20.77005,2.98718,32.67959,22.218,18.488,4.6,130.2,5
London Harlington,HRL,2018-01-13 16:00:00,25.29497,22.86688,1.58357,31.83142,23.29,18.929,4.4,130.5,4.2
London Harlington,HRL,2018-01-13 17:00:00,33.81888,29.12824,3.05916,25.44518,26.653,21.748,3.7,114.7,3.4
London Harlington,HRL,2018-01-13 18:00:00,31.43883,25.75487,3.70698,25.9441,26.563,22.453,3.6,100.3,2.7
London Harlington,HRL,2018-01-13 19:00:00,25.57172,21.81921,2.44733,28.43873,24.785,21.427,3.8,103.3,2.4
London Harlington,HRL,2018-01-13 20:00:00,25.07357,22.03845,1.97946,26.04389,25.408,22.156,3.4,109.4,2.2
London Harlington,HRL,2018-01-13 21:00:00,24.35402,21.37408,1.94347,28.88776,24.605,21.37,3.4,106.2,2.2
London Harlington,HRL,2018-01-13 22:00:00,29.16948,22.93368,4.06688,29.78582,26.88,22.377,3.1,108.5,2.1
London Harlington,HRL,2018-01-13 23:00:00,25.90382,20.88208,3.2751,33.07873,26.683,21.757,2.7,105.5,1.9
London Harlington,HRL,2018-01-14 00:00:00,19.61915,16.45719,2.06218,35.98912,25.453,21.585,2.6,69.3,2.5
London Harlington,HRL,2018-01-14 01:00:00,NA,NA,NA,34.19299,27.628,22.639,2.8,64,1.7
London Harlington,HRL,2018-01-14 02:00:00,28.21175,26.22633,1.29486,28.23916,30.845,24.951,2.4,66.1,1
London Harlington,HRL,2018-01-14 03:00:00,27.38199,25.61717,1.15098,25.14582,32.66,27.255,2.1,65.1,0.3
London Harlington,HRL,2018-01-14 04:00:00,26.1097,24.40003,1.11502,26.44303,31.793,26.906,1.8,69.8,-0.3
London Harlington,HRL,2018-01-14 05:00:00,45.52601,37.47405,5.25136,14.81807,31.583,26.37,1.8,57.1,-0.7
London Harlington,HRL,2018-01-14 06:00:00,48.62378,40.90271,5.03555,11.27571,35.923,28.045,1.6,47.5,-1
London Harlington,HRL,2018-01-14 07:00:00,36.95186,31.27136,3.70473,23.74883,26.343,21.705,1.5,42.7,-1.2
London Harlington,HRL,2018-01-14 08:00:00,81.86938,51.59177,19.74655,6.13678,29.163,21.33,1.7,44.5,-1.2
London Harlington,HRL,2018-01-14 09:00:00,71.41444,48.91304,14.67503,8.03269,29.443,22.979,1.4,72.4,0.5
London Harlington,HRL,2018-01-14 10:00:00,76.4483,50.30697,17.04893,9.52947,30.695,23.913,1.4,116.3,2
London Harlington,HRL,2018-01-14 11:00:00,77.49933,45.4569,20.89753,10.02839,31.295,23.316,1,100.9,3.3
London Harlington,HRL,2018-01-14 12:00:00,79.15884,43.36618,23.34337,13.77033,29.838,22.215,1.5,119.9,4.4
London Harlington,HRL,2018-01-14 13:00:00,67.43161,39.52546,18.19991,17.01334,28.635,21.705,1.8,148.4,4.9
London Harlington,HRL,2018-01-14 14:00:00,56.03628,37.56086,12.04935,15.76603,29.073,21.719,1.4,185.9,4.9
London Harlington,HRL,2018-01-14 15:00:00,64.8317,41.9994,14.89084,15.06754,26.373,21.028,1.7,234.7,3.6
London Harlington,HRL,2018-01-14 16:00:00,54.87462,40.48034,9.3877,13.87012,24.883,20.951,2.2,231,3.3
London Harlington,HRL,2018-01-14 17:00:00,59.63189,45.07216,9.49561,12.27356,28.758,23.875,3.4,232,3.8
London Harlington,HRL,2018-01-14 18:00:00,75.17601,52.89521,14.53116,6.28646,31.4,25.977,3.9,231.8,3.8
London Harlington,HRL,2018-01-14 19:00:00,74.29093,50.90713,15.25052,7.18452,30.628,26.179,4.7,226.2,3.8
London Harlington,HRL,2018-01-14 20:00:00,86.40539,52.04664,22.40819,5.38839,29.72,25.557,3.4,226.7,4.1
London Harlington,HRL,2018-01-14 21:00:00,102.06014,52.81076,32.11961,4.98925,31.728,26.738,3.7,223.9,4.3
London Harlington,HRL,2018-01-14 22:00:00,79.26948,46.51009,21.36512,10.17807,31.108,26.116,5,228.6,4.6
London Harlington,HRL,2018-01-14 23:00:00,24.8374,22.24533,1.69051,25.99399,26.34,22.566,4.9,223.5,5
London Harlington,HRL,2018-01-15 00:00:00,17.39611,15.04446,1.53371,32.13077,24.68,20.535,6.2,210.9,4.5
London Harlington,HRL,2018-01-15 01:00:00,NA,NA,NA,44.43759,20.91,17.465,7.3,217.2,5.4
London Harlington,HRL,2018-01-15 02:00:00,14.92675,13.71418,0.79082,50.24175,18.068,14.623,7.6,213.1,6.4
London Harlington,HRL,2018-01-15 03:00:00,9.89588,8.35261,1.0065,52.13766,16.753,13.5,8.8,216.3,7.1
London Harlington,HRL,2018-01-15 04:00:00,10.11702,8.51863,1.04244,53.18541,13.348,10.379,9.8,216.7,7.7
London Harlington,HRL,2018-01-15 05:00:00,13.76578,12.38786,0.89866,58.72347,7.097,5.343,10.7,218.8,8.1
London Harlington,HRL,2018-01-15 06:00:00,21.83728,18.80585,1.97705,54.13336,4.35,3.223,12.3,216.6,8.7
London Harlington,HRL,2018-01-15 07:00:00,40.30222,31.81421,5.53573,42.6082,1.935,1.477,12.4,227.2,9.1
London Harlington,HRL,2018-01-15 08:00:00,45.66479,37.06655,5.60763,37.96819,1.305,0.806,10.9,230.3,9.6
London Harlington,HRL,2018-01-15 09:00:00,64.51672,48.36747,10.53227,29.2869,1.881,1.239,8.7,249.5,10.3
London Harlington,HRL,2018-01-15 10:00:00,85.69059,58.40772,17.79342,24.94625,2.468,1.249,8.3,265.5,10.5
London Harlington,HRL,2018-01-15 11:00:00,69.10531,47.05855,14.37853,30.53421,1.822,0.975,8.3,263.8,10.3
London Harlington,HRL,2018-01-15 12:00:00,64.29558,44.23303,13.08446,34.67529,2.293,1.301,8.3,269.3,10
London Harlington,HRL,2018-01-15 13:00:00,20.62103,15.93609,3.05544,52.98584,1.907,1.083,7.3,268.3,9.7
London Harlington,HRL,2018-01-15 14:00:00,24.49092,19.8611,3.01949,53.03573,2.607,1.337,8,272.5,9.2
London Harlington,HRL,2018-01-15 15:00:00,36.4876,31.2515,3.4149,42.65809,3.395,2.264,7.8,270.5,8.1
London Harlington,HRL,2018-01-15 16:00:00,25.20962,23.22541,1.29407,46.44992,3.931,2.386,7.1,275.6,7
London Harlington,HRL,2018-01-15 17:00:00,33.17055,28.7612,2.87571,38.16776,3.536,1.747,6.1,271.8,6.9
London Harlington,HRL,2018-01-15 18:00:00,43.23228,39.31898,2.55219,23.69894,4.796,2.755,5.9,257.5,6
London Harlington,HRL,2018-01-15 19:00:00,28.47139,26.10136,1.54569,34.07658,6.412,3.53,5.6,249.4,5.3
London Harlington,HRL,2018-01-15 20:00:00,20.12347,18.13926,1.29407,42.95744,5.938,3.585,6.5,267.7,5
London Harlington,HRL,2018-01-15 21:00:00,17.58039,16.14735,0.9346,45.75142,7.812,4.855,8.9,277.9,5.4
London Harlington,HRL,2018-01-15 22:00:00,17.08283,15.70491,0.89866,46.79917,8.063,4.812,9.9,278.2,5.6
London Harlington,HRL,2018-01-15 23:00:00,11.9414,11.16976,0.50325,48.24605,7.311,4.387,9.8,272.8,5.6
London Harlington,HRL,2018-01-16 00:00:00,10.60826,8.18459,1.58068,55.28089,6.202,3.703,7.4,255.2,6.4
London Harlington,HRL,2018-01-16 01:00:00,NA,NA,NA,65.8581,4.545,2.812,8.2,266.6,6.5
London Harlington,HRL,2018-01-16 02:00:00,12.2658,10.2828,1.29328,66.00778,3.155,2.068,8.1,269.9,6.3
London Harlington,HRL,2018-01-16 03:00:00,8.50871,7.51721,0.64664,66.60649,3.158,1.917,8.4,282.4,5.6
London Harlington,HRL,2018-01-16 04:00:00,13.26032,12.21374,0.68256,57.8753,5.529,3.26,8.6,279.4,5
London Harlington,HRL,2018-01-16 05:00:00,12.92882,11.44157,0.96996,65.60864,5.018,2.994,7.2,286.9,4.7
London Harlington,HRL,2018-01-16 06:00:00,27.57042,25.80776,1.14958,55.231,4.135,2.31,7.3,281,4.1
London Harlington,HRL,2018-01-16 07:00:00,23.09507,21.3324,1.14958,62.41552,4.688,2.63,5.7,277.4,3.3
London Harlington,HRL,2018-01-16 08:00:00,22.76356,20.67039,1.36513,65.90799,7.945,4.178,5.5,260.9,3.1
London Harlington,HRL,2018-01-16 09:00:00,27.62567,22.61309,3.26912,63.81251,8.972,5.005,6.5,254.2,4
London Harlington,HRL,2018-01-16 10:00:00,17.45943,13.49343,2.58656,72.5437,6.551,3.779,8,277.7,5.4
London Harlington,HRL,2018-01-16 11:00:00,18.1777,13.55069,3.01765,70.4981,6.948,3.696,9.3,280.9,6
London Harlington,HRL,2018-01-16 12:00:00,18.06719,13.44019,3.01765,69.55015,8.141,4.129,8.1,277.4,5.3
London Harlington,HRL,2018-01-16 13:00:00,15.30462,10.84288,2.90988,71.8452,8.836,4.856,8.9,282.3,5.7
London Harlington,HRL,2018-01-16 14:00:00,17.29367,13.38276,2.55063,69.45036,9.983,4.871,7.3,276.6,5
London Harlington,HRL,2018-01-16 15:00:00,22.81881,19.84431,1.93992,62.36563,13.558,6.812,7,261.5,3.8
London Harlington,HRL,2018-01-16 16:00:00,32.98506,29.95547,1.97584,54.73207,14.33,6.663,6.3,247.1,3.1
London Harlington,HRL,2018-01-16 17:00:00,22.65305,20.67005,1.29328,65.10971,6.042,3.564,7,248.5,2.9
London Harlington,HRL,2018-01-16 18:00:00,16.85166,15.52966,0.86219,67.40477,3.082,1.914,7.1,256.1,2.5
London Harlington,HRL,2018-01-16 19:00:00,17.79094,16.08335,1.11366,62.5153,3.138,2.111,7.5,260.5,2
London Harlington,HRL,2018-01-16 20:00:00,16.79641,15.25408,1.00588,62.11616,4.125,2.871,7.3,267,1.6
London Harlington,HRL,2018-01-16 21:00:00,12.0448,10.7228,0.86219,65.75832,5.608,3.413,7.8,266.7,1.3
London Harlington,HRL,2018-01-16 22:00:00,11.27128,10.16961,0.71849,66.35703,6.001,3.531,8.6,284.1,1.2
London Harlington,HRL,2018-01-16 23:00:00,6.40916,5.25241,0.75441,73.1923,4.39,2.853,8,285.8,0.9
London Harlington,HRL,2018-01-17 00:00:00,3.82848,3.02108,0.52657,75.70355,4.019,2.255,8.8,275.3,1.6
London Harlington,HRL,2018-01-17 01:00:00,NA,NA,NA,68.11989,4.666,2.6,8.4,277.2,1.3
London Harlington,HRL,2018-01-17 02:00:00,16.23422,14.36253,1.22069,68.5024,5.155,2.472,9.3,280.9,1.6
London Harlington,HRL,2018-01-17 03:00:00,11.15413,9.77788,0.89756,72.14456,5.15,2.918,9.6,285.4,1.3
London Harlington,HRL,2018-01-17 04:00:00,19.71299,18.11654,1.04117,60.22025,7.431,3.803,10.6,287.8,1.4
London Harlington,HRL,2018-01-17 05:00:00,20.98301,19.11132,1.22069,58.72347,7.295,4.096,10.6,285.9,1.6
London Harlington,HRL,2018-01-17 06:00:00,18.16687,16.46033,1.11298,60.41982,8.193,4.365,10.6,284.9,1.7
London Harlington,HRL,2018-01-17 07:00:00,22.86044,19.66755,2.08235,58.22455,10.434,5.035,10.6,284.9,2
London Harlington,HRL,2018-01-17 08:00:00,33.95935,28.50942,3.55435,45.75142,9.057,4.936,9.2,285.6,2.4
London Harlington,HRL,2018-01-17 09:00:00,30.48058,23.65441,4.45191,50.24175,10.313,4.92,8.1,278.9,2.9
London Harlington,HRL,2018-01-17 10:00:00,23.19175,16.69588,4.2365,56.47831,12.603,5.696,10.1,288.1,4.6
London Harlington,HRL,2018-01-17 11:00:00,19.32646,13.54623,3.76977,60.36993,18.075,8.178,10.5,292,5.3
London Harlington,HRL,2018-01-17 12:00:00,17.55947,12.71509,3.15942,63.76262,17.145,8.737,10.4,294.2,5.6
London Harlington,HRL,2018-01-17 13:00:00,16.51032,12.49168,2.62088,63.46326,14.815,7.055,8.8,284.1,4.7
London Harlington,HRL,2018-01-17 14:00:00,20.15473,15.03511,3.33894,61.2181,12.593,5.477,8.4,285.5,4.7
London Harlington,HRL,2018-01-17 15:00:00,22.03216,18.12363,2.54908,59.02283,10.813,5.169,7.2,284.1,3.8
London Harlington,HRL,2018-01-17 16:00:00,31.03277,28.50048,1.65152,47.09852,12.518,6.082,6.8,279,3.2
London Harlington,HRL,2018-01-17 17:00:00,48.75789,44.68421,2.65679,37.96819,13.178,7.015,5.5,270.4,2.8
London Harlington,HRL,2018-01-17 18:00:00,33.68325,32.08681,1.04117,46.94884,11.898,6.723,5.4,236.4,2.4
London Harlington,HRL,2018-01-17 19:00:00,58.20025,49.39228,5.7444,30.5841,11.585,6.846,5.3,217,2.3
London Harlington,HRL,2018-01-17 20:00:00,49.9727,43.80712,4.02108,33.2783,10.82,6.563,5.5,215.2,2.3
London Harlington,HRL,2018-01-17 21:00:00,44.0091,40.04552,2.58498,39.66454,9.402,5.852,6.4,231.2,3.4
London Harlington,HRL,2018-01-17 22:00:00,31.86105,28.99846,1.86693,49.44347,8.011,5.175,9.7,234,5.5
London Harlington,HRL,2018-01-17 23:00:00,9.77367,7.79188,1.29249,72.29423,4.616,3.182,11,234.6,6.9
London Harlington,HRL,2018-01-18 00:00:00,5.29781,3.68401,1.0525,76.83445,1.79,1.286,11.7,245.5,9
London Harlington,HRL,2018-01-18 01:00:00,NA,NA,NA,77.69925,1.53,1.081,12.2,261.2,9.9
London Harlington,HRL,2018-01-18 02:00:00,8.60895,7.72869,0.57409,78.83015,3.819,2.136,11.9,264.6,9.9
London Harlington,HRL,2018-01-18 03:00:00,6.40152,5.3012,0.71761,81.47445,12.414,6.718,11.8,269.7,8.6
London Harlington,HRL,2018-01-18 04:00:00,10.37488,9.05449,0.86114,76.08606,19.74,12.076,11.9,273.4,7.7
London Harlington,HRL,2018-01-18 05:00:00,11.25785,9.88245,0.89702,73.74112,13.652,8.386,12.2,280,6.7
London Harlington,HRL,2018-01-18 06:00:00,13.41009,10.54925,1.86579,71.49595,6.498,2.375,10.6,286.1,6
London Harlington,HRL,2018-01-18 07:00:00,21.90866,16.90219,3.26514,62.96434,6.143,1.852,8,285.1,5.3
London Harlington,HRL,2018-01-18 08:00:00,27.75833,21.92662,3.80335,56.92734,4.216,1.576,6.4,271.5,5.5
London Harlington,HRL,2018-01-18 09:00:00,27.81352,21.92679,3.83923,54.68218,4.747,2.152,6.3,266.9,5.6
London Harlington,HRL,2018-01-18 10:00:00,22.01904,16.02227,3.91099,58.72347,4.173,1.736,7.7,273.1,6.7
London Harlington,HRL,2018-01-18 11:00:00,20.97051,15.30384,3.6957,60.5695,5.272,2.146,7.4,276.8,6.8
London Harlington,HRL,2018-01-18 12:00:00,17.82493,12.5984,3.40866,62.11616,5.4,2.66,8.5,281.1,7.6
London Harlington,HRL,2018-01-18 13:00:00,17.71456,13.0932,3.01397,62.31573,5.821,2.693,7.9,281.9,7.3
London Harlington,HRL,2018-01-18 14:00:00,22.46052,18.44434,2.61929,58.17466,7.028,2.818,7,280.9,6.7
London Harlington,HRL,2018-01-18 15:00:00,24.39201,20.81596,2.33224,56.42842,6.649,2.872,6.3,277.8,5.5
London Harlington,HRL,2018-01-18 16:00:00,33.93911,30.30805,2.36812,49.49336,5.201,2.502,6.3,275.9,4.6
London Harlington,HRL,2018-01-18 17:00:00,42.16176,39.63101,1.65051,38.81637,5.784,3.207,6.2,275.7,3.9
London Harlington,HRL,2018-01-18 18:00:00,48.61847,45.04242,2.33224,26.94195,6.371,3.551,6.1,275.8,3.4
London Harlington,HRL,2018-01-18 19:00:00,36.86395,34.71832,1.39935,40.66239,7.439,3.841,5.7,276.9,2.8
London Harlington,HRL,2018-01-18 20:00:00,36.86395,33.94809,1.90167,37.2697,6.86,3.691,5.5,275.5,2.4
London Harlington,HRL,2018-01-18 21:00:00,27.64796,25.44731,1.43522,49.09422,9.016,3.571,5.5,275.3,2.2
London Harlington,HRL,2018-01-18 22:00:00,25.77165,22.14058,2.36812,49.8925,5.94,3.221,5.4,273.5,1.9
London Harlington,HRL,2018-01-18 23:00:00,30.84872,29.08821,1.14818,36.17206,6.03,3.772,5.5,269.9,1.7
London Harlington,HRL,2018-01-19 00:00:00,31.47378,29.71434,1.14748,39.0492,6.166,3.454,4.9,266.2,1.6
London Harlington,HRL,2018-01-19 01:00:00,NA,NA,NA,55.94612,7.001,3.868,4.7,262,1.1
London Harlington,HRL,2018-01-19 02:00:00,28.95514,27.80051,0.75303,40.51271,8.843,4.423,5,264.3,0.9
London Harlington,HRL,2018-01-19 03:00:00,27.46602,25.98149,0.96819,39.71443,8.603,4.669,4.7,260.3,0.7
London Harlington,HRL,2018-01-19 04:00:00,40.31659,37.18258,2.04395,30.03529,8.789,4.649,4.9,267.9,0.7
London Harlington,HRL,2018-01-19 05:00:00,62.76372,54.62629,5.30709,15.01764,9.115,4.527,4.1,264.2,0.4
London Harlington,HRL,2018-01-19 06:00:00,130.16025,78.58656,33.63549,2.14538,9.532,4.842,3.5,253.7,0.1
London Harlington,HRL,2018-01-19 07:00:00,102.74939,68.8801,22.08898,10.47743,10.156,4.588,3.7,253.1,0
London Harlington,HRL,2018-01-19 08:00:00,207.64972,86.63299,78.92506,3.49248,10.973,5.23,5.1,263.7,0.7
