site,code,date,nox,no2,no,o3,so2,pm10,pm2.5,v10,v2.5,nv10,nv2.5,ws,wd,air_temp
London Bloomsbury,CLL2,2018-01-07 21:00:00,69.87802,45.27647,16.04471,30.1007,NA,14.9,9,0.8,4.7,14.1,8.8,4.3,76.2,2.4
London Bloomsbury,CLL2,2018-01-07 22:00:00,58.15856,40.92499,11.23944,29.93858,NA,17.2,8.4,1,6.2,16.2,6.7,4.1,78,2.3
London Bloomsbury,CLL2,2018-01-07 23:00:00,49.19663,35.70949,8.79609,30.58706,NA,15.1,6.5,1.4,2.6,13.7,8.4,4.3,80.1,2.7
London Bloomsbury,CLL2,2018-01-08 00:00:00,48.45056,33.03698,10.05248,30.49053,NA,14.2,5.3,0.9,4.1,13.3,5.7,4.1,79.4,2.6
London Bloomsbury,CLL2,2018-01-08 01:00:00,42.18541,29.02137,8.58536,29.40931,NA,16.5,7.7,0.9,4.2,15.6,8,4.1,83.2,2.7
London Bloomsbury,CLL2,2018-01-08 02:00:00,43.3549,29.8576,8.80271,32.54486,NA,14.9,5.9,2.2,4.1,12.7,6.3,5.4,90.7,3.4
London Bloomsbury,CLL2,2018-01-08 03:00:00,45.98627,31.86409,9.21024,30.86896,NA,13.8,8,1.9,3.9,11.9,8.6,5.2,93.5,3.6
London Bloomsbury,CLL2,2018-01-08 04:00:00,50.18392,33.68722,10.75887,30.05804,NA,3.3,10.2,2.9,6.3,0.4,8.4,5.1,96.4,3.6
London Bloomsbury,CLL2,2018-01-08 05:00:00,48.86824,32.30905,10.79962,28.59839,NA,14.8,10.4,1.7,5.1,13.1,9.8,4.8,98.2,3.6
London Bloomsbury,CLL2,2018-01-08 06:00:00,72.80115,43.18207,19.31706,18.70519,NA,15.9,9.7,1.9,4.5,14,9.7,4.7,100.8,3.7
London Bloomsbury,CLL2,2018-01-08 07:00:00,93.91473,47.0491,30.56497,10.92037,NA,21.4,14.1,4.2,5.5,17.2,13.1,4.5,101.2,3.8
London Bloomsbury,CLL2,2018-01-08 08:00:00,100.36785,51.5651,31.82832,6.10892,NA,22.9,15,3.1,5.2,19.8,14.3,4.3,102.8,3.8
London Bloomsbury,CLL2,2018-01-08 09:00:00,126.43091,57.63216,44.86937,5.62237,NA,22.2,14.6,2.4,5.8,19.8,13.3,4,103.7,4.1
London Bloomsbury,CLL2,2018-01-08 10:00:00,131.06713,56.83197,48.41491,5.1178,NA,22.2,15.2,2,4.2,20.2,15.5,3.8,104.8,4.2
London Bloomsbury,CLL2,2018-01-08 11:00:00,132.1322,53.58541,51.22689,4.91957,NA,23.3,15.2,5,6.7,18.3,13,3.7,103.2,4.4
London Bloomsbury,CLL2,2018-01-08 12:00:00,138.20941,53.2264,55.42448,5.83861,NA,23.1,13.5,4.3,5.8,18.8,12.2,3.6,104.9,4.5
London Bloomsbury,CLL2,2018-01-08 13:00:00,116.59461,50.1079,43.3615,6.43329,NA,22.2,12.7,4,4.2,18.2,13,3,94.3,4.8
London Bloomsbury,CLL2,2018-01-08 14:00:00,125.36583,51.31814,48.29265,5.56831,NA,23.5,15.4,2,4.7,21.5,15.2,3.4,95.3,4.8
London Bloomsbury,CLL2,2018-01-08 15:00:00,107.57278,48.4596,38.55261,5.24394,NA,22.1,16.1,4,6.7,18.1,13.9,3.4,94.7,4.8
London Bloomsbury,CLL2,2018-01-08 16:00:00,124.55136,51.94088,47.35533,4.75739,NA,21.5,14,4.3,5.1,17.2,13.4,3,95.1,4.9
London Bloomsbury,CLL2,2018-01-08 17:00:00,119.72719,52.36566,43.93205,5.298,NA,19.6,13.4,3.3,4.6,16.3,13.3,2.8,95.7,5
London Bloomsbury,CLL2,2018-01-08 18:00:00,97.04731,47.68218,32.1951,5.94674,NA,18.4,17.3,3.3,6.8,15.1,15,3.1,103.1,5
London Bloomsbury,CLL2,2018-01-08 19:00:00,122.0453,50.74705,46.49951,4.75739,NA,21.7,13.7,3.5,5.1,18.2,13.1,3.3,110.4,5.1
London Bloomsbury,CLL2,2018-01-08 20:00:00,128.18515,49.70084,51.18613,3.29774,NA,21.5,17.7,2.6,7.1,18.9,15.1,3.4,115.2,5.1
London Bloomsbury,CLL2,2018-01-08 21:00:00,121.41878,47.99596,47.88512,2.70306,NA,25.2,20.1,6.4,8.1,18.8,16.5,3.3,113.8,5.2
London Bloomsbury,CLL2,2018-01-08 22:00:00,143.72275,49.30412,61.57822,2.00027,NA,26.9,24,2.8,6.7,24.1,21.8,3,110.4,5.4
London Bloomsbury,CLL2,2018-01-08 23:00:00,141.15403,51.48446,58.48097,1.29747,NA,29.8,25.1,6.1,8.5,23.7,21.1,2.2,93.6,3.5
London Bloomsbury,CLL2,2018-01-09 00:00:00,127.93694,53.22901,48.72325,1.44218,NA,28.6,22,6.5,7,22.1,19.5,1.8,75.4,1.4
London Bloomsbury,CLL2,2018-01-09 01:00:00,97.12185,43.00862,35.29173,3.60545,NA,27.2,20.4,6.4,7.1,20.8,17.8,1.8,103.2,1.9
London Bloomsbury,CLL2,2018-01-09 02:00:00,119.62772,47.65046,46.94235,2.10919,NA,26.1,22.4,6.4,7.9,19.7,19,1.9,109.6,2.7
London Bloomsbury,CLL2,2018-01-09 03:00:00,149.50334,50.19848,64.76494,0.75715,NA,25.8,23.3,4.4,7,21.4,20.8,2.2,126.4,3.1
London Bloomsbury,CLL2,2018-01-09 04:00:00,84.55363,45.2194,25.65312,1.02755,NA,27.4,19.1,5.7,5.8,21.7,17.8,2.6,124.7,2.5
London Bloomsbury,CLL2,2018-01-09 05:00:00,79.29251,41.77179,24.47038,1.73062,NA,28.2,23.2,5.4,8,22.8,19.7,2.4,121,2.1
London Bloomsbury,CLL2,2018-01-09 06:00:00,102.9049,42.55906,39.35653,1.83878,NA,26.6,26.2,6.3,9.4,20.3,21.3,1.8,120.2,2
London Bloomsbury,CLL2,2018-01-09 07:00:00,78.47829,41.64545,24.02176,1.24388,NA,28.3,24.9,5.5,6.7,22.8,22.7,1.5,106.5,2.1
London Bloomsbury,CLL2,2018-01-09 08:00:00,77.85197,38.89295,25.40841,1.56837,NA,30.3,23.7,5.5,6,24.8,22.2,2.1,129,2.6
London Bloomsbury,CLL2,2018-01-09 09:00:00,73.21718,37.32235,23.41,1.94694,NA,27.3,26.7,3.5,8.7,23.8,22.5,2.2,145.8,3.1
London Bloomsbury,CLL2,2018-01-09 10:00:00,80.67042,37.83426,27.93702,2.16327,NA,25.5,24.5,4.1,8.8,21.4,20.2,2.2,154,3.3
London Bloomsbury,CLL2,2018-01-09 11:00:00,106.47494,42.00182,42.04827,1.73062,NA,35.5,27.4,5.6,7.5,29.9,24.4,2.1,150.1,3.5
London Bloomsbury,CLL2,2018-01-09 12:00:00,103.96965,41.2475,40.90632,1.51429,NA,36.3,28.8,5.4,8.8,30.9,24.5,1.8,145.9,3.8
London Bloomsbury,CLL2,2018-01-09 13:00:00,110.98446,41.88379,45.06628,1.35204,NA,38,27.5,5.7,8.2,32.3,23.8,2,175.4,4.5
London Bloomsbury,CLL2,2018-01-09 14:00:00,NA,NA,NA,1.1898,NA,35.8,30.4,4,8.6,31.8,26.3,2.5,182.9,4.8
London Bloomsbury,CLL2,2018-01-09 15:00:00,100.21171,46.24439,35.19656,1.62245,NA,36.2,30.3,5.2,9.4,31,25.4,2.7,188.6,5.2
London Bloomsbury,CLL2,2018-01-09 16:00:00,111.61079,49.70159,40.37613,1.08163,NA,35.6,30.4,5,10.6,30.6,24.3,3,192,5.7
London Bloomsbury,CLL2,2018-01-09 17:00:00,131.71576,53.04731,51.30623,0.75715,NA,33.2,27.9,5.2,7.9,28,24.5,2.1,178.1,6.2
London Bloomsbury,CLL2,2018-01-09 18:00:00,124.88884,52.28623,47.35019,0.86531,NA,38,28.9,4.9,7.3,33.1,26.1,2.1,170.3,6.4
London Bloomsbury,CLL2,2018-01-09 19:00:00,110.23288,52.51349,37.6436,0.97347,NA,35,31,5,8.9,30,26.6,2.1,170.7,6.6
London Bloomsbury,CLL2,2018-01-09 20:00:00,93.63531,53.238,26.34644,1.1898,NA,34,27,5.2,7.9,28.8,23.6,2.4,177.3,7
London Bloomsbury,CLL2,2018-01-09 21:00:00,83.9273,52.22229,20.67747,2.70409,NA,31.6,22.2,5.9,7.6,25.7,19.1,3,186.7,7.8
London Bloomsbury,CLL2,2018-01-09 22:00:00,77.66407,48.64804,18.92376,2.97449,NA,29,24.9,5,8.8,24,20.6,3.4,195,8.6
London Bloomsbury,CLL2,2018-01-09 23:00:00,69.02081,44.81994,15.7834,3.19082,NA,30,24.1,4.7,8.2,25.3,20.4,3.3,196.2,9
London Bloomsbury,CLL2,2018-01-10 00:00:00,53.26283,36.74129,10.77507,5.55449,NA,21.6,17.3,5.4,7.5,16.2,14.3,2.6,148,7.3
London Bloomsbury,CLL2,2018-01-10 01:00:00,39.98886,29.72548,6.6936,8.72849,NA,16.5,13.9,4.9,6.9,11.6,11.5,2.7,155.3,7.7
London Bloomsbury,CLL2,2018-01-10 02:00:00,45.51968,32.1898,8.69352,8.98096,NA,13.8,12.1,4,6.8,9.8,9.8,2.7,158.4,8.1
London Bloomsbury,CLL2,2018-01-10 03:00:00,48.08682,33.06724,9.79552,11.52377,NA,12.2,10.6,3.8,5.9,8.4,9.2,2.3,170.5,8
London Bloomsbury,CLL2,2018-01-10 04:00:00,35.68943,31.24614,2.89784,33.38104,NA,9,6.5,2.4,4.8,6.6,6.2,2.5,210.5,8.2
London Bloomsbury,CLL2,2018-01-10 05:00:00,25.10783,22.1665,1.91829,47.88043,NA,8,4.2,2.3,3.5,5.7,5.2,3.5,259,7.8
London Bloomsbury,CLL2,2018-01-10 06:00:00,34.49979,30.3694,2.69377,46.47377,NA,2.5,3,0.5,3.9,2,3.6,3.9,266,6.7
London Bloomsbury,CLL2,2018-01-10 07:00:00,52.65757,46.21167,4.20391,30.24312,NA,3.7,2,0.3,2.8,3.4,3.7,3.5,267.9,6
London Bloomsbury,CLL2,2018-01-10 08:00:00,81.89786,64.06211,11.63217,13.85016,NA,10.3,5.5,0.1,3.1,10.2,6.9,3.4,265.8,5.6
London Bloomsbury,CLL2,2018-01-10 09:00:00,109.0093,70.89712,24.85612,16.50116,NA,15.5,7.9,1,3.3,14.5,9.1,3.2,273.4,5.3
London Bloomsbury,CLL2,2018-01-10 10:00:00,113.14177,70.39855,27.8764,19.7473,NA,14.7,10,1.7,4.1,13,10.4,3,272.3,4.9
London Bloomsbury,CLL2,2018-01-10 11:00:00,97.98941,62.81856,22.93783,23.53445,NA,15.5,10,2.5,5.8,13,8.7,2.8,269.9,4.7
London Bloomsbury,CLL2,2018-01-10 12:00:00,70.62751,52.60402,11.75462,27.80852,NA,16.8,9.7,2.4,5.5,14.4,8.7,2.8,268.1,4.7
London Bloomsbury,CLL2,2018-01-10 13:00:00,85.57116,58.36903,17.74076,28.34954,NA,16.1,9.8,1.6,4.2,14.5,10.1,2.7,272,4.4
London Bloomsbury,CLL2,2018-01-10 14:00:00,84.90328,61.87326,15.01979,22.45241,NA,16.3,11.4,0.9,4.9,15.4,11,2.5,272.4,4.1
London Bloomsbury,CLL2,2018-01-10 15:00:00,108.75885,74.77706,22.16235,15.31092,NA,16.3,9.2,2.1,3.8,14.2,9.9,2.3,274.8,3.9
London Bloomsbury,CLL2,2018-01-10 16:00:00,111.32599,79.97262,20.44814,11.19915,NA,15,7.2,1.4,3.7,13.6,8,2.2,284.2,3.7
London Bloomsbury,CLL2,2018-01-10 17:00:00,249.38774,113.46055,88.6494,2.32639,NA,20.2,11.2,2.2,3.6,18,12.1,1.9,292.7,3.5
London Bloomsbury,CLL2,2018-01-10 18:00:00,281.38301,124.99164,101.99579,0.86564,NA,19.4,12.9,1.4,2.5,18,14.9,1.7,300.4,3.2
London Bloomsbury,CLL2,2018-01-10 19:00:00,262.78693,111.77759,98.48573,0.91974,NA,27.9,16.7,3.3,3.7,24.6,17.5,1.6,309.5,2.8
London Bloomsbury,CLL2,2018-01-10 20:00:00,277.06271,111.34669,108.07717,1.08205,NA,31.4,21.2,2.5,5.1,28.9,20.6,1.4,326,2.5
London Bloomsbury,CLL2,2018-01-10 21:00:00,299.16511,108.97969,124.0357,0.75743,NA,29.1,22.9,1.1,5.7,28,21.7,1.4,341.8,2.2
London Bloomsbury,CLL2,2018-01-10 22:00:00,212.38344,90.97517,79.18041,0.70333,NA,29,23.2,2.5,5.1,26.5,22.6,1.1,347.3,1.8
London Bloomsbury,CLL2,2018-01-10 23:00:00,169.99441,81.06598,57.99761,0.54102,NA,28.7,21,2.9,6,25.8,19.5,1.4,354.6,1.5
London Bloomsbury,CLL2,2018-01-11 00:00:00,128.35895,76.33545,33.92884,0.57731,NA,24.7,17.1,2.9,4.7,21.8,16.9,0.6,354.1,3.4
London Bloomsbury,CLL2,2018-01-11 01:00:00,94.01584,64.45513,19.27899,0.7938,NA,22.5,18.8,2.6,6.1,19.9,17.2,0.6,289.6,2.3
London Bloomsbury,CLL2,2018-01-11 02:00:00,85.25271,59.44972,16.82827,1.62368,NA,22.7,18.4,2.4,5.2,20.3,17.7,1.1,331.2,2.6
London Bloomsbury,CLL2,2018-01-11 03:00:00,78.99333,52.93983,16.99165,0.86596,NA,24.8,21.5,3.4,8.6,21.4,17.4,1.1,330.9,2.6
London Bloomsbury,CLL2,2018-01-11 04:00:00,83.06193,51.68499,20.4635,0.4871,NA,23.8,20.4,4.5,6.7,19.3,18.2,1.5,347.4,2.7
London Bloomsbury,CLL2,2018-01-11 05:00:00,89.94724,48.98813,26.71284,0.4871,NA,24.1,24,4.2,8,19.9,20.5,1.3,320,2.7
London Bloomsbury,CLL2,2018-01-11 06:00:00,110.4154,51.66976,38.31291,0.54123,NA,29.1,26.1,4.5,5.7,24.6,24.9,1.8,332.4,3
London Bloomsbury,CLL2,2018-01-11 07:00:00,150.97616,53.2129,63.75954,0.32474,NA,32.5,27.4,5,9.6,27.5,22.3,2,331.8,3.2
London Bloomsbury,CLL2,2018-01-11 08:00:00,184.96458,56.76381,83.61036,0.54123,NA,21.3,16.4,5.4,7.4,15.9,13.5,1.7,328.4,3.5
London Bloomsbury,CLL2,2018-01-11 09:00:00,175.63811,53.2618,79.81175,0.54123,NA,20.1,18.5,3.7,5.3,16.4,17.7,2.2,337.2,3.6
London Bloomsbury,CLL2,2018-01-11 10:00:00,171.88248,47.68994,80.99626,0.86596,NA,23.8,19.5,3.6,4.7,20.2,19.3,2.1,351.4,4.2
London Bloomsbury,CLL2,2018-01-11 11:00:00,163.24454,46.31692,76.25821,1.13658,NA,18.6,19,4.2,6.2,14.4,17.3,2.7,342,4.6
London Bloomsbury,CLL2,2018-01-11 12:00:00,156.04626,44.37944,72.8272,1.1907,NA,18.7,15.4,4.2,5.7,14.5,14.2,2.7,342.7,4.3
London Bloomsbury,CLL2,2018-01-11 13:00:00,127.12794,43.39348,54.61019,1.24482,NA,22.1,20.9,4.5,6.8,17.6,18.6,2.7,340,3.7
London Bloomsbury,CLL2,2018-01-11 14:00:00,144.34123,44.57384,65.06659,1.29894,NA,28.3,25.2,6.1,8.1,22.2,21.6,2.5,344.7,3.2
London Bloomsbury,CLL2,2018-01-11 15:00:00,131.38432,46.27203,55.50879,0.97421,NA,26.1,23.9,5.4,9.1,20.7,19.3,2,353.8,3.2
London Bloomsbury,CLL2,2018-01-11 16:00:00,132.82397,46.70963,56.16231,0.59535,NA,24.7,26.6,4.1,8.2,20.6,22.9,2.2,2,3.3
London Bloomsbury,CLL2,2018-01-11 17:00:00,128.69278,46.71193,53.46652,0.64947,NA,29.6,27.5,5.2,8.1,24.4,23.9,2,350.4,3.3
London Bloomsbury,CLL2,2018-01-11 18:00:00,118.92816,46.59211,47.17634,0.81184,NA,29.5,24.8,7.1,9.5,22.4,19.8,2.5,338.2,3.5
London Bloomsbury,CLL2,2018-01-11 19:00:00,115.4855,50.72751,42.23406,0.92009,NA,30.4,25.8,7.5,10.3,22.9,20,2.2,345.5,3.9
London Bloomsbury,CLL2,2018-01-11 20:00:00,102.84156,47.66575,35.98473,1.1907,NA,28.2,26.7,6.9,9.6,21.3,21.6,2,355.4,4.3
London Bloomsbury,CLL2,2018-01-11 21:00:00,94.51659,47.35724,30.75652,2.00254,NA,28,24.5,6.6,9.7,21.4,19.3,1.6,0.7,4.7
London Bloomsbury,CLL2,2018-01-11 22:00:00,85.50308,46.48546,25.44663,2.76026,NA,24.8,26.2,6.4,10.7,18.4,20,1.5,10.1,4.8
London Bloomsbury,CLL2,2018-01-11 23:00:00,81.18411,45.54843,23.24099,3.95095,NA,23.4,22.4,6,9.1,17.4,17.8,1.2,41.8,4.9
London Bloomsbury,CLL2,2018-01-12 00:00:00,76.42431,42.66303,22.01854,3.24859,NA,25.6,22.3,8.1,10.5,17.5,16.3,1.1,5.3,4.4
London Bloomsbury,CLL2,2018-01-12 01:00:00,51.37366,34.95264,10.70951,4.98117,NA,25.8,23.4,7.4,8.4,18.4,19.5,0.8,18.5,4.3
London Bloomsbury,CLL2,2018-01-12 02:00:00,49.43385,35.3945,9.15622,5.25188,NA,25.6,25.1,7.2,9.8,18.4,19.8,0.5,352.5,4.3
London Bloomsbury,CLL2,2018-01-12 03:00:00,49.37127,35.39461,9.11535,5.1436,NA,22.3,21.5,6.9,10.8,15.4,15.2,0.7,322.6,3.9
London Bloomsbury,CLL2,2018-01-12 04:00:00,49.24613,33.01313,10.58688,5.57674,NA,26.6,22.5,8.5,9.9,18.1,17.1,0.8,358.6,4
London Bloomsbury,CLL2,2018-01-12 05:00:00,56.62992,32.87584,15.492,4.7646,NA,23.9,21.3,7.4,9.6,16.5,16.2,0.8,37.5,4.1
London Bloomsbury,CLL2,2018-01-12 06:00:00,58.75745,34.25127,15.98251,2.21987,NA,24.8,20.5,8.5,9.2,16.3,15.8,1,83.7,4
London Bloomsbury,CLL2,2018-01-12 07:00:00,95.11323,40.96147,35.31686,0.64972,NA,16.7,15.4,7.2,8.6,9.5,11.3,1.3,75.8,3.8
London Bloomsbury,CLL2,2018-01-12 08:00:00,125.39928,46.67867,51.34025,0.70386,NA,20.7,18.6,5.5,8.4,15.2,14.7,1.3,91,3.8
London Bloomsbury,CLL2,2018-01-12 09:00:00,119.64243,52.0154,44.1052,2.32816,NA,24.1,20.6,6.6,10.2,17.5,14.9,1.2,117.6,3.5
London Bloomsbury,CLL2,2018-01-12 10:00:00,109.56793,57.9232,33.68182,4.87288,NA,22.1,16.4,8.3,7.9,13.8,13,0.9,116.7,3.5
London Bloomsbury,CLL2,2018-01-12 11:00:00,93.29857,57.00937,23.6672,7.20104,NA,23.5,21,7.9,10.2,15.6,15.3,0.8,131.8,3.6
London Bloomsbury,CLL2,2018-01-12 12:00:00,84.60071,54.14035,19.86573,12.77778,NA,23.4,19.2,7.3,10.6,16.1,13.1,1.3,118.7,3.8
London Bloomsbury,CLL2,2018-01-12 13:00:00,68.2062,47.14718,13.73433,18.9501,NA,23.3,18.8,8,9.6,15.3,13.7,1.7,157.9,3.9
London Bloomsbury,CLL2,2018-01-12 14:00:00,59.75864,46.97281,8.3387,16.5678,NA,25.1,18.6,7.3,7.7,17.8,15.4,1.6,163.2,4
London Bloomsbury,CLL2,2018-01-12 15:00:00,65.45292,50.41076,9.81024,14.88936,NA,25.9,19.7,6,7.3,19.9,16.9,1.6,139.9,4.1
London Bloomsbury,CLL2,2018-01-12 16:00:00,88.23003,62.34499,16.88179,7.25518,NA,27.3,22.3,5.1,8.6,22.2,18.2,1.9,134.7,4.1
London Bloomsbury,CLL2,2018-01-12 17:00:00,98.05423,68.03259,19.5796,5.63089,NA,30.2,23.1,5.7,7.8,24.5,19.8,2.1,145.3,4
London Bloomsbury,CLL2,2018-01-12 18:00:00,68.64422,53.41404,9.93287,21.49483,NA,24.3,17.5,5.3,6.5,19,15.5,2.4,134.6,3.9
London Bloomsbury,CLL2,2018-01-12 19:00:00,57.69368,46.60009,7.23505,28.53343,NA,23.9,18.4,5.3,7.6,18.6,15.3,2.4,130.2,4
London Bloomsbury,CLL2,2018-01-12 20:00:00,45.49165,38.84804,4.33286,34.32675,NA,24.7,19,4.5,6.5,20.2,17,2.8,139.6,4.2
London Bloomsbury,CLL2,2018-01-12 21:00:00,38.85876,33.65668,3.39271,39.68692,NA,22,15.8,5.5,6.3,16.5,14,3.4,140.7,3.8
London Bloomsbury,CLL2,2018-01-12 22:00:00,43.36412,37.40994,3.88322,36.49247,NA,18.8,17.2,4,8.8,14.8,12.9,3.3,154.6,4.2
London Bloomsbury,CLL2,2018-01-12 23:00:00,44.05244,37.09545,4.53724,32.64831,NA,19.8,13.6,5.1,4.7,14.7,13.4,3.4,155.8,4.5
London Bloomsbury,CLL2,2018-01-13 00:00:00,38.95105,34.1005,3.16345,32.35373,NA,18.9,16.4,5.5,7.6,13.4,13.3,2.7,147.8,5.5
London Bloomsbury,CLL2,2018-01-13 01:00:00,34.71814,29.26127,3.55888,37.55344,NA,20,18.1,5.9,8.2,14.1,14.4,2.9,158.1,5.6
London Bloomsbury,CLL2,2018-01-13 02:00:00,32.52871,28.20085,2.82256,34.44806,NA,19.7,18,5.6,7.4,14.1,15.1,2.9,162.5,5.4
London Bloomsbury,CLL2,2018-01-13 03:00:00,34.71814,30.39028,2.82256,31.90237,NA,20.7,18.2,7.1,8.9,13.6,13.8,3.1,159,5.4
London Bloomsbury,CLL2,2018-01-13 04:00:00,35.46881,29.88649,3.64069,31.03575,NA,19,14.9,7.3,7.1,11.7,12.3,3.3,165.5,5.3
London Bloomsbury,CLL2,2018-01-13 05:00:00,36.65736,30.6987,3.88613,26.59433,NA,22.1,19.6,5.8,7.7,16.3,16.4,3.6,165.8,5.4
London Bloomsbury,CLL2,2018-01-13 06:00:00,43.78865,35.94832,5.11333,21.2863,NA,20.1,16.7,6.3,8.9,13.8,12.3,3.3,163.9,5.6
London Bloomsbury,CLL2,2018-01-13 07:00:00,52.17105,41.32003,7.07685,15.00332,NA,19.5,21.3,4.5,8.1,15,17.7,3,161.6,5.7
London Bloomsbury,CLL2,2018-01-13 08:00:00,69.37373,46.35451,15.01275,5.79551,NA,25.4,24.3,5.3,10.2,20.1,18.6,3.1,158.1,5.9
London Bloomsbury,CLL2,2018-01-13 09:00:00,67.37197,42.47106,16.23995,7.7454,NA,28.4,27.2,6.5,10.6,21.9,21.1,3.1,158.4,5.9
London Bloomsbury,CLL2,2018-01-13 10:00:00,69.5614,43.15515,17.22171,9.58696,NA,29,27.7,5.8,10.9,23.2,21.3,3.3,149.4,6
London Bloomsbury,CLL2,2018-01-13 11:00:00,61.55433,40.66768,13.62192,16.30325,NA,27.2,23.2,6.9,10.6,20.3,17.1,3.6,138.3,5.5
London Bloomsbury,CLL2,2018-01-13 12:00:00,60.4909,40.92142,12.76288,20.85299,NA,27.2,20.5,7.8,9.7,19.4,15.3,3.3,134.5,4.4
London Bloomsbury,CLL2,2018-01-13 13:00:00,54.92348,38.17652,10.92208,24.53612,NA,26.4,19.8,8.6,8.6,17.8,15.7,3,138.1,4.8
London Bloomsbury,CLL2,2018-01-13 14:00:00,80.57112,45.19553,23.07136,16.5199,NA,29,24.6,8.1,9.3,20.9,19.8,2.9,123.4,4.1
London Bloomsbury,CLL2,2018-01-13 15:00:00,82.94822,48.3253,22.58048,14.94916,NA,26.4,21.9,6.4,8.3,20,18.1,2.7,112.5,2.9
London Bloomsbury,CLL2,2018-01-13 16:00:00,72.37639,46.91098,16.60811,15.38246,NA,25.6,20.4,4.8,7,20.8,17.9,2.5,117.5,2.8
London Bloomsbury,CLL2,2018-01-13 17:00:00,75.37904,46.40116,18.89888,16.62823,NA,26,23.1,5.6,9,20.4,18.6,2.6,114.3,2.8
London Bloomsbury,CLL2,2018-01-13 18:00:00,59.99045,40.23281,12.8856,18.14481,NA,24.7,22.2,5.2,8.1,19.5,18.6,2.6,112.5,2.6
London Bloomsbury,CLL2,2018-01-13 19:00:00,55.67414,42.37693,8.67221,15.97827,NA,27.2,26.3,6.9,11,20.3,19.8,2.6,113.8,2.5
London Bloomsbury,CLL2,2018-01-13 20:00:00,65.55787,41.84869,15.46272,15.43663,NA,29.4,27.7,5.5,9.4,23.9,22.8,2.6,114.6,2.6
London Bloomsbury,CLL2,2018-01-13 21:00:00,55.29881,37.61102,11.53568,19.06559,NA,29.3,23.5,8.3,7.9,21,20.1,2.6,114.4,2.5
London Bloomsbury,CLL2,2018-01-13 22:00:00,82.26011,42.87027,25.68939,18.46979,NA,26.9,17.8,8.6,8.8,18.3,13.5,2.3,113.5,2.3
London Bloomsbury,CLL2,2018-01-13 23:00:00,74.87859,43.57998,20.41243,19.22808,NA,25.3,18.6,7.4,7.6,17.9,15.5,2,111.8,2.5
London Bloomsbury,CLL2,2018-01-14 00:00:00,59.86774,36.93587,14.95578,21.89037,NA,23.9,22,6.2,8.3,17.7,18.2,1.9,69.1,1.7
London Bloomsbury,CLL2,2018-01-14 01:00:00,72.35408,45.92803,17.23462,13.00418,NA,27.6,25.8,5.5,9.4,22.1,20.9,1.8,62.9,0.7
London Bloomsbury,CLL2,2018-01-14 02:00:00,64.53709,42.00276,14.69651,17.0138,NA,30.4,22.8,7.6,8.6,22.8,18.7,1.6,72.1,0.3
London Bloomsbury,CLL2,2018-01-14 03:00:00,77.79471,46.53539,20.3868,14.25042,NA,25.9,25.1,5.6,9.5,20.3,20.1,1.1,59.5,-0.4
London Bloomsbury,CLL2,2018-01-14 04:00:00,48.90311,36.97686,7.7781,19.61464,NA,27.7,26.2,5.9,9.1,21.8,21.6,1.2,22.9,-0.9
London Bloomsbury,CLL2,2018-01-14 05:00:00,47.77746,36.60445,7.28685,17.33891,NA,28.6,26.3,5.5,10.2,23.1,20.6,1.2,359.8,-1.4
London Bloomsbury,CLL2,2018-01-14 06:00:00,56.09474,41.97155,9.2109,17.17636,NA,27.4,23.5,7.3,8.9,20.1,19.1,1.1,0.5,-1.8
London Bloomsbury,CLL2,2018-01-14 07:00:00,53.96852,41.9795,7.81903,16.14686,NA,24.7,19.9,5.8,7.6,18.9,16.8,1,11.4,-2.2
London Bloomsbury,CLL2,2018-01-14 08:00:00,62.78609,45.52441,11.25777,13.70857,NA,26.9,17.3,6,5.7,20.9,16.1,0.9,15.5,-1.9
London Bloomsbury,CLL2,2018-01-14 09:00:00,72.66677,48.81427,15.55619,10.62008,NA,26.1,20,6.1,6.5,20,18,0.2,353.5,-0.2
London Bloomsbury,CLL2,2018-01-14 10:00:00,77.16935,47.79312,19.15868,11.54121,NA,24.7,23.5,4.9,8.9,19.8,19.1,1,133.1,1.4
London Bloomsbury,CLL2,2018-01-14 11:00:00,84.42352,50.90449,21.86054,9.64477,NA,28.4,24.5,6.6,9.7,21.8,19.3,0.9,101.2,3.9
London Bloomsbury,CLL2,2018-01-14 12:00:00,89.4264,51.19964,24.93084,10.72845,NA,30.9,21,9.1,7.9,21.8,17.6,1.1,127.5,5.4
London Bloomsbury,CLL2,2018-01-14 13:00:00,61.84805,43.64483,11.87183,16.90544,NA,24.8,22.9,6.2,9.4,18.6,18,1.5,135.6,5.8
London Bloomsbury,CLL2,2018-01-14 14:00:00,53.21809,40.28752,8.43309,21.61945,NA,26.9,18.7,6.7,6,20.2,17.2,1.3,156.7,5.4
London Bloomsbury,CLL2,2018-01-14 15:00:00,49.90368,41.61808,5.40373,20.75251,NA,28,20.8,6.9,8.7,21.1,16.6,1.4,161.3,3.2
London Bloomsbury,CLL2,2018-01-14 16:00:00,48.52789,40.4306,5.28092,21.51108,NA,27.6,19.1,7.1,5.9,20.5,17.7,1.7,179.2,1.5
London Bloomsbury,CLL2,2018-01-14 17:00:00,50.02875,41.36653,5.64935,19.56045,NA,25.4,22.2,6.1,7.2,19.3,19.5,2.5,218.2,2.1
