site,code,date,nox,no2,no,o3,so2,pm10,pm2.5,v10,v2.5,nv10,nv2.5,ws,wd,air_temp
London Bloomsbury,CLL2,2018-03-08 08:00:00,31.43003,24.43407,4.56265,57.02713,2.07297,8.1,3.5,1.7,0.2,6.4,3.3,6.1,256.4,6.8
London Bloomsbury,CLL2,2018-03-08 09:00:00,34.86528,25.3208,6.22475,58.47401,2.80854,8,2.5,2.3,0.2,5.7,2.3,6.7,266.5,7.4
London Bloomsbury,CLL2,2018-03-08 10:00:00,38.71072,26.61771,7.88686,58.42412,2.40732,8.6,1.1,1.4,0.3,7.2,0.8,7.1,270.2,7.9
London Bloomsbury,CLL2,2018-03-08 11:00:00,43.83797,29.19643,9.54896,54.5824,2.40732,11.4,1.9,-0.6,-1.4,12,3.3,7.5,275.7,8.7
London Bloomsbury,CLL2,2018-03-08 12:00:00,68.70512,41.221,17.92468,47.19831,2.60793,9.8,0.8,-0.2,-3.6,10,4.4,7.3,278.1,9
London Bloomsbury,CLL2,2018-03-08 13:00:00,101.62205,56.89789,29.16834,37.71873,3.00915,10.7,3.4,0.1,-1.8,10.6,5.2,6.7,276.6,9
London Bloomsbury,CLL2,2018-03-08 14:00:00,72.85819,43.12537,19.39124,48.84476,2.54106,10.6,2.8,1.4,-0.5,9.2,3.3,5.9,269.9,9.1
London Bloomsbury,CLL2,2018-03-08 15:00:00,109.62055,65.39611,28.84243,35.82282,2.94229,16.4,6.3,0.9,0.7,15.5,5.6,5.9,261.9,8.5
London Bloomsbury,CLL2,2018-03-08 16:00:00,73.2171,46.68243,17.30546,47.84691,2.07297,9.3,1.1,-0.6,-1.2,9.9,2.3,4.4,251.7,7.3
London Bloomsbury,CLL2,2018-03-08 17:00:00,76.49853,56.95982,12.74282,36.37163,1.80549,8.3,0.7,-2.9,-2.5,11.2,3.2,4.1,246.2,6
London Bloomsbury,CLL2,2018-03-08 18:00:00,60.09134,54.69446,3.51976,31.33249,1.73862,10.4,2.6,-1.4,-2.6,11.8,5.2,4.2,247.1,5.3
London Bloomsbury,CLL2,2018-03-08 19:00:00,73.31964,64.27487,5.89885,20.00689,1.27053,17.4,7.5,-2.9,-1.6,20.3,9.1,4.1,250.6,4.9
London Bloomsbury,CLL2,2018-03-08 20:00:00,48.60631,44.25882,2.83536,37.66884,0.53496,15.6,7.6,-2.5,-1.8,18.1,9.4,3.7,252.1,4.4
London Bloomsbury,CLL2,2018-03-08 21:00:00,40.35144,37.10332,2.11837,40.81207,0.86931,16.1,5.4,-1.3,-2.9,17.4,8.3,3.4,245.4,3.9
London Bloomsbury,CLL2,2018-03-08 22:00:00,41.7358,38.93741,1.82506,38.71658,0.46809,12.7,5.4,-1.9,-2.7,14.6,8.1,3.2,242.5,3.4
London Bloomsbury,CLL2,2018-03-08 23:00:00,39.83871,37.19024,1.72729,37.71873,0.46809,15.6,6.4,0.4,-0.3,15.2,6.7,3,242.4,2.8
London Bloomsbury,CLL2,2018-03-09 00:00:00,37.02665,34.75047,1.48449,36.98697,0.26764,12.6,5.2,1,0.3,11.6,4.9,2.4,231,3.1
London Bloomsbury,CLL2,2018-03-09 01:00:00,31.11887,29.36152,1.14611,38.51701,0.44606,12.4,5.5,0.1,0.4,12.3,5.1,2.3,231,2.2
London Bloomsbury,CLL2,2018-03-09 02:00:00,34.00406,31.99567,1.30984,33.37808,0.46836,10.7,3.7,0.5,2.1,10.2,1.6,2.2,233.8,1.4
London Bloomsbury,CLL2,2018-03-09 03:00:00,33.79798,32.04063,1.14611,35.47357,0.20073,15.4,3.6,4.2,2.7,11.2,0.9,2,229.6,0.6
London Bloomsbury,CLL2,2018-03-09 04:00:00,36.32252,34.46476,1.2116,34.47572,0.26764,13.7,3.5,1.8,2,11.9,1.5,1.6,229.7,0.7
London Bloomsbury,CLL2,2018-03-09 05:00:00,44.35984,42.25103,1.37533,26.34324,0.33454,12.8,1.7,0.8,-1,12,2.7,1.2,209.6,0.6
London Bloomsbury,CLL2,2018-03-09 06:00:00,71.46005,62.97459,5.53407,10.22796,0.40145,15.2,4.1,1.2,-2,14,6.1,1.3,178.9,-0.1
London Bloomsbury,CLL2,2018-03-09 07:00:00,111.18298,71.06533,26.16405,5.9871,1.80654,18.7,4.6,0.2,-2,18.5,6.6,1.5,148.7,0.5
London Bloomsbury,CLL2,2018-03-09 08:00:00,134.16148,74.21095,39.09871,7.08474,2.20799,23.3,8.5,0,0.5,23.3,8,1.1,142.5,1.2
London Bloomsbury,CLL2,2018-03-09 09:00:00,134.36756,71.95676,40.70327,9.08044,2.20799,28.4,7.9,0.2,-0.7,28.2,8.6,1.9,150.9,3.4
London Bloomsbury,CLL2,2018-03-09 10:00:00,113.86208,66.06234,31.17418,16.21506,1.94035,22.8,6.6,1.4,0.3,21.4,6.3,2.2,138.3,5.2
London Bloomsbury,CLL2,2018-03-09 11:00:00,94.18094,56.67421,24.46126,26.19356,1.60581,22.8,11.1,2.9,3.3,19.9,7.8,2.5,134.1,5.6
London Bloomsbury,CLL2,2018-03-09 12:00:00,94.90224,57.8474,24.16654,24.09808,1.94035,20.7,6.8,2.2,1.7,18.5,5.1,2.5,117.4,5.5
London Bloomsbury,CLL2,2018-03-09 13:00:00,95.26289,54.59294,26.52425,26.24346,2.34181,22.6,10.4,0.8,1.8,21.8,8.6,2.6,108.1,5.9
London Bloomsbury,CLL2,2018-03-09 14:00:00,64.50467,46.93124,11.4611,31.2826,1.67272,15.4,9.2,2.2,1.6,13.2,7.6,3.5,131.6,6.1
London Bloomsbury,CLL2,2018-03-09 15:00:00,103.45478,59.47098,28.68549,14.26926,2.00726,17.8,13.1,1.7,1.8,16.1,11.3,3.4,139.9,6.4
London Bloomsbury,CLL2,2018-03-09 16:00:00,91.60488,60.525,20.26977,11.3256,2.00726,16,12.4,2.5,2.7,13.5,9.7,3.1,131,6.4
London Bloomsbury,CLL2,2018-03-09 17:00:00,97.06614,62.87325,22.30002,6.88517,1.94035,15.1,11.6,3.7,2.7,11.4,8.9,3.4,150.8,6.9
London Bloomsbury,CLL2,2018-03-09 18:00:00,126.53632,63.92468,40.83425,3.49248,3.0778,13.8,11.1,2.6,2.1,11.2,9,2.7,159.2,7.6
London Bloomsbury,CLL2,2018-03-09 19:00:00,101.49697,59.67219,27.27741,3.44258,2.67635,20,14.7,3.9,2.4,16.1,12.3,2.5,170,8.4
London Bloomsbury,CLL2,2018-03-09 20:00:00,96.96309,55.0379,27.3429,3.09334,3.01089,21.9,18.5,4.6,4.2,17.3,14.3,3.9,201.3,10.1
London Bloomsbury,CLL2,2018-03-09 21:00:00,97.78744,53.70321,28.75098,1.9957,3.34544,19.3,16.1,5.8,5,13.5,11.1,4.2,213.5,11
London Bloomsbury,CLL2,2018-03-09 22:00:00,78.93064,51.71692,17.74833,6.98495,2.87707,17.1,13,3.2,2.4,13.9,10.6,4.6,214.5,10.9
London Bloomsbury,CLL2,2018-03-09 23:00:00,42.86573,36.43887,4.19149,17.16302,2.14108,21.4,15.2,4.3,3.7,17.1,11.5,4.7,215.6,11
London Bloomsbury,CLL2,2018-03-10 00:00:00,38.72406,33.81374,3.20243,21.35399,0.26779,11.8,14.6,1.8,3.5,10,11.1,4,202.7,10.2
London Bloomsbury,CLL2,2018-03-10 01:00:00,34.58245,31.0006,2.33602,22.68446,0.26779,NA,10.7,NA,1.6,NA,9.1,4.3,206,10.6
London Bloomsbury,CLL2,2018-03-10 02:00:00,25.05675,23.0388,1.31607,27.34109,0.40168,17.4,10.1,3.7,3,13.7,7.1,4.9,207.4,10.8
London Bloomsbury,CLL2,2018-03-10 03:00:00,25.36737,23.14763,1.44767,30.68389,0.66947,14.4,9.8,4.4,2.8,10,7,4.6,207.2,10.8
London Bloomsbury,CLL2,2018-03-10 04:00:00,20.9669,19.5039,0.95415,37.81852,0.46863,12.7,6.8,1.7,1.1,11,5.7,3.8,208.6,10.5
London Bloomsbury,CLL2,2018-03-10 05:00:00,21.12221,19.81055,0.85544,36.37163,0.66947,11.3,5,2,1.8,9.3,3.2,3.9,204.9,10.3
London Bloomsbury,CLL2,2018-03-10 06:00:00,27.9041,25.78526,1.38187,29.18711,0.53558,12.8,7.1,1.7,0.5,11.1,6.6,3.9,203.4,10.1
London Bloomsbury,CLL2,2018-03-10 07:00:00,36.03201,29.01967,4.57333,26.39313,0.80337,17.5,12.2,3.1,1.9,14.4,10.3,4.3,204.6,10.4
London Bloomsbury,CLL2,2018-03-10 08:00:00,41.67496,33.95633,5.03395,26.19356,0.93726,19,10.8,2,1.3,17,9.5,4,202.6,10.7
London Bloomsbury,CLL2,2018-03-10 09:00:00,42.60682,33.32429,6.05391,27.59055,1.00421,15.5,10.6,0.1,0.6,15.4,10,4.1,205,11
London Bloomsbury,CLL2,2018-03-10 10:00:00,41.00195,31.87076,5.9552,28.93765,0.46863,14.6,8.4,2.4,0.1,12.2,8.3,4.5,211.2,11.4
London Bloomsbury,CLL2,2018-03-10 11:00:00,40.43247,31.55354,5.79069,29.88561,0.73642,14.8,8.6,0.9,-0.3,13.9,8.9,4,210.3,11.8
London Bloomsbury,CLL2,2018-03-10 12:00:00,39.24176,30.31238,5.82359,31.03314,0.60253,16.6,10.1,2.2,-0.2,14.4,10.3,4.1,216.2,12.2
London Bloomsbury,CLL2,2018-03-10 13:00:00,33.18466,25.86962,4.77074,37.07013,0.73642,14.5,11.2,1.2,1.8,13.3,9.4,3.9,209.9,12
London Bloomsbury,CLL2,2018-03-10 14:00:00,34.3236,26.35273,5.19846,38.86626,0.73642,12.7,7.2,0.9,0,11.8,7.2,3.9,220.7,11.6
London Bloomsbury,CLL2,2018-03-10 15:00:00,25.52268,21.53724,2.59923,44.90325,0.53558,12.6,8.2,2.7,1.6,9.9,6.6,4.2,229,11.3
London Bloomsbury,CLL2,2018-03-10 16:00:00,26.66162,22.82753,2.50053,48.5953,0.40168,11.9,8.9,2.2,2,9.7,6.9,2.5,228.3,10.6
London Bloomsbury,CLL2,2018-03-10 17:00:00,29.14658,27.02775,1.38187,51.68863,0.13389,16.2,8.2,0.3,0.4,15.9,7.8,3.5,225.3,10.1
London Bloomsbury,CLL2,2018-03-10 18:00:00,32.56342,30.24278,1.51348,50.44132,0.26779,26,11.8,1.9,1.4,24.1,10.4,3.6,226.6,10
London Bloomsbury,CLL2,2018-03-10 19:00:00,45.81657,43.09235,1.77669,37.41938,0.20084,34,16.7,0.5,-0.3,33.5,17,3.6,226.6,9.4
London Bloomsbury,CLL2,2018-03-10 20:00:00,50.16526,47.49149,1.74379,32.48002,0.26779,38.5,17.7,0.8,-0.4,37.7,18.1,3.1,227.2,8.8
London Bloomsbury,CLL2,2018-03-10 21:00:00,45.60949,42.68347,1.9083,33.62755,0.33474,40.2,17.1,1.2,1.5,39,15.6,2.8,225,8.4
London Bloomsbury,CLL2,2018-03-10 22:00:00,49.69933,46.62197,2.007,28.53851,0.66947,38.6,16.2,2,1.5,36.6,14.7,2.2,224.4,8.1
London Bloomsbury,CLL2,2018-03-10 23:00:00,72.01226,62.98197,5.8894,17.76173,0.66947,38.6,12.9,2.3,0.5,36.3,12.4,1.4,209.3,6.2
London Bloomsbury,CLL2,2018-03-11 00:00:00,120.75335,78.78435,27.37147,5.72101,1.78629,35.1,11.9,-1,-2.6,36.1,14.5,1.8,157.2,5
London Bloomsbury,CLL2,2018-03-11 01:00:00,118.86333,75.4244,28.33013,1.26394,1.96492,42.2,18,1.7,0.3,40.5,17.7,1.5,113.1,4.2
London Bloomsbury,CLL2,2018-03-11 02:00:00,137.79823,75.25022,40.79275,0.49893,2.41149,43.4,17.8,3.6,2.6,39.8,15.2,1.3,112.6,4.6
London Bloomsbury,CLL2,2018-03-11 03:00:00,103.77783,66.47205,24.3302,0.09979,2.34451,37.6,12.9,2.3,-0.4,35.3,13.3,1,112.1,4.3
London Bloomsbury,CLL2,2018-03-11 04:00:00,93.27,62.85768,19.8344,0.44903,2.14355,32.2,14.1,1.4,1.6,30.8,12.5,1.3,77.8,4.1
London Bloomsbury,CLL2,2018-03-11 05:00:00,84.42678,55.94057,18.57822,1.09764,2.07656,32.9,12.6,3.1,0.7,29.8,11.9,1.3,67.4,4.2
London Bloomsbury,CLL2,2018-03-11 06:00:00,81.14958,55.50186,16.72701,2.49463,2.14355,NA,16.4,NA,3.4,NA,13,1.6,61,4.7
London Bloomsbury,CLL2,2018-03-11 07:00:00,83.49043,53.5343,19.53688,3.9914,2.34451,NA,14.4,NA,2.3,NA,12.1,2.8,63.4,5.1
London Bloomsbury,CLL2,2018-03-11 08:00:00,119.74765,60.89981,38.37956,5.9871,2.8804,30.5,14.4,2.9,0.8,27.6,13.6,3.3,90.8,7
London Bloomsbury,CLL2,2018-03-11 09:00:00,94.93461,53.52316,27.00784,24.99614,2.61245,21.3,9.9,3.1,2.4,18.2,7.5,3.2,105.6,7.9
London Bloomsbury,CLL2,2018-03-11 10:00:00,78.75671,48.34439,19.8344,35.87271,2.14355,13.2,8.5,2.4,5.1,10.8,3.4,3.1,118.6,9.1
London Bloomsbury,CLL2,2018-03-11 11:00:00,90.46098,55.13199,23.04096,34.5755,2.27752,9.2,6.3,3.4,3.6,5.8,2.7,3.2,139.7,9.8
London Bloomsbury,CLL2,2018-03-11 12:00:00,93.0099,62.19209,20.09886,28.18926,2.14355,13,6.2,3.3,1.7,9.7,4.5,3.1,149.9,9.8
London Bloomsbury,CLL2,2018-03-11 13:00:00,95.24672,60.67805,22.5451,26.04389,2.47848,19.5,11.6,4.4,3.9,15.1,7.7,3.1,153.5,9.5
London Bloomsbury,CLL2,2018-03-11 14:00:00,100.08448,63.89382,23.60294,24.54711,2.54547,17.9,8.6,2,2.5,15.9,6.1,2.5,131.8,9.8
London Bloomsbury,CLL2,2018-03-11 15:00:00,102.26928,63.34151,25.38803,20.45593,2.61245,19,11,2.6,2.5,16.4,8.5,2.3,119,9.7
London Bloomsbury,CLL2,2018-03-11 16:00:00,100.1365,64.90889,22.97485,18.80947,2.74642,21.2,14.2,4.1,3.2,17.1,11,3.3,126,9.4
London Bloomsbury,CLL2,2018-03-11 17:00:00,97.79565,65.5079,21.05752,11.72474,2.81341,26.5,20.7,2.3,4,24.2,16.7,3.5,122.7,9.1
London Bloomsbury,CLL2,2018-03-11 18:00:00,113.24528,66.51168,30.47886,8.48173,3.55026,22.6,14.2,3.2,0,19.4,14.2,3.4,121.4,9
London Bloomsbury,CLL2,2018-03-11 19:00:00,132.70037,72.58535,39.206,4.78968,3.48327,23.3,16.1,5.5,4.2,17.8,11.9,3.4,127.9,8.9
London Bloomsbury,CLL2,2018-03-11 20:00:00,132.80441,75.73062,37.22256,0.99785,3.95217,29.3,22.3,4,3.7,25.3,18.6,3.1,131.6,8.9
London Bloomsbury,CLL2,2018-03-11 21:00:00,137.06996,69.96011,43.76791,1.54667,4.15313,27.4,22.1,5.6,6,21.8,16.1,3,138.8,8.1
London Bloomsbury,CLL2,2018-03-11 22:00:00,121.30822,67.68116,34.97466,1.44688,3.55026,21.7,15.1,5,4.2,16.7,10.9,2.2,116.8,7.8
London Bloomsbury,CLL2,2018-03-11 23:00:00,143.88445,70.94556,47.5695,0.59871,3.88519,20.5,14.8,6.3,4.1,14.2,10.7,2.3,106.1,6.6
London Bloomsbury,CLL2,2018-03-12 00:00:00,120.28561,67.93379,34.14297,0.26609,3.84274,21.5,14,6.8,5.3,14.7,8.7,2.8,138,8.3
London Bloomsbury,CLL2,2018-03-12 01:00:00,75.63149,57.19632,12.02311,3.79183,2.68098,16.6,10.4,5.2,2.9,11.4,7.5,3,149.4,8.3
London Bloomsbury,CLL2,2018-03-12 02:00:00,73.12264,55.1458,11.72419,6.08689,3.15015,14.3,8,4.4,3.1,9.9,4.9,3.1,154.7,8.3
London Bloomsbury,CLL2,2018-03-12 03:00:00,76.1019,52.01396,15.70975,14.11958,3.15015,9.6,6.4,5.1,4.7,4.5,1.7,3.2,154.3,8.1
London Bloomsbury,CLL2,2018-03-12 04:00:00,66.64143,50.54885,10.49531,11.17592,3.08313,11,5.9,4,1.7,7,4.2,3.3,159,8.3
London Bloomsbury,CLL2,2018-03-12 05:00:00,110.49411,62.67469,31.18701,6.98495,4.02147,9.7,7,2.7,3,7,4,2.8,143.6,8.4
London Bloomsbury,CLL2,2018-03-12 06:00:00,109.13515,64.77869,28.92853,5.3385,3.95445,10.1,4,2.2,-0.2,7.9,4.2,2.4,118.2,8.3
London Bloomsbury,CLL2,2018-03-12 07:00:00,139.81634,69.58953,45.80073,2.44473,4.89279,13.5,7.3,1,1.7,12.5,5.6,2.3,102.7,8.2
London Bloomsbury,CLL2,2018-03-12 08:00:00,157.69192,70.30309,56.99351,3.54237,5.09387,17.8,8.6,2.8,1,15,7.6,2.4,102.2,8.5
London Bloomsbury,CLL2,2018-03-12 09:00:00,123.29972,65.54975,37.66355,7.28431,4.28957,17.7,8.5,2.9,1,14.8,7.5,2.8,87.7,9.1
London Bloomsbury,CLL2,2018-03-12 10:00:00,160.40985,71.69694,57.85705,4.24086,4.82577,13.9,7.5,-0.1,-0.3,14,7.8,2,67.4,9.2
London Bloomsbury,CLL2,2018-03-12 11:00:00,163.80725,68.98324,61.84261,4.59011,5.16089,14,8.1,1.7,0.7,12.3,7.4,1.8,0.3,10.1
London Bloomsbury,CLL2,2018-03-12 12:00:00,169.76578,65.26585,68.15308,7.03484,5.22792,12.6,10.8,0.6,1.1,12,9.7,2.8,313.7,10
London Bloomsbury,CLL2,2018-03-12 13:00:00,148.28372,68.27914,52.17763,8.43183,4.42362,15.1,9.3,1.7,0.5,13.4,8.8,3.2,296,9.1
London Bloomsbury,CLL2,2018-03-12 14:00:00,133.49194,63.62161,45.56824,9.23011,3.8204,11.1,7.5,0.8,-0.6,10.3,8.1,2.7,291.5,9.1
London Bloomsbury,CLL2,2018-03-12 15:00:00,129.93773,58.43777,46.63106,8.48173,2.94908,12.5,9.6,3.5,3.1,9,6.5,2.9,296.5,9.3
London Bloomsbury,CLL2,2018-03-12 16:00:00,122.56797,52.34116,45.80073,5.83742,3.41825,2.5,5.3,-3.2,1,5.7,4.3,3.3,297.8,8.8
London Bloomsbury,CLL2,2018-03-12 17:00:00,116.87078,54.89396,40.42023,5.03914,2.94908,9.7,7.2,0.6,-0.7,9.1,7.9,3.8,296.1,8.6
London Bloomsbury,CLL2,2018-03-12 18:00:00,102.2358,51.25898,33.24622,4.6899,2.47991,14.2,11.2,0.7,-1.4,13.5,12.6,3.6,302.2,8.4
London Bloomsbury,CLL2,2018-03-12 19:00:00,77.19953,46.59306,19.96102,9.82882,2.01074,11.2,9.9,1.2,1,10,8.9,3.7,306.9,8.2
London Bloomsbury,CLL2,2018-03-12 20:00:00,67.16411,42.5669,16.04188,12.12388,1.67561,10.5,10.7,1.4,2.1,9.1,8.6,4.2,318.7,7.8
London Bloomsbury,CLL2,2018-03-12 21:00:00,66.32783,37.04544,19.09748,15.06754,1.40752,7.2,6,2,1.5,5.2,4.5,4.5,320.5,7.3
London Bloomsbury,CLL2,2018-03-12 22:00:00,57.96498,34.58999,15.24477,20.00689,1.00537,6.7,6.8,2.6,2.9,4.1,3.9,4.8,325,7.1
London Bloomsbury,CLL2,2018-03-12 23:00:00,46.10019,29.34557,10.92708,31.83142,0.5362,3.4,2.7,0.7,1.1,2.7,1.6,5.3,331.7,6.7
London Bloomsbury,CLL2,2018-03-13 00:00:00,36.55157,25.90933,6.94068,36.72088,2.50369,4.1,2.2,0.8,0.5,3.3,1.7,4.5,328.2,5.8
London Bloomsbury,CLL2,2018-03-13 01:00:00,27.04606,20.08767,4.53814,43.63931,2.14602,6.4,1.5,0.6,-1.7,5.8,3.2,4.3,330.1,5.7
London Bloomsbury,CLL2,2018-03-13 02:00:00,27.57123,21.48264,3.97087,40.76217,2.07896,-0.6,1,-5,-2.1,4.4,3.1,4.2,329.9,5.4
London Bloomsbury,CLL2,2018-03-13 03:00:00,26.25831,20.6302,3.67055,38.5669,2.07896,7.2,3.9,0.1,-0.4,7.1,4.3,3.9,331.7,5.4
London Bloomsbury,CLL2,2018-03-13 04:00:00,21.37426,16.61596,3.10329,36.42153,1.87777,7.2,4.7,-0.3,-1.3,7.5,6,3.7,328.1,5
London Bloomsbury,CLL2,2018-03-13 05:00:00,45.21681,28.99764,10.57787,22.10238,2.21308,9.7,8.3,1.2,1.4,8.5,6.9,3.5,327.1,4.6
London Bloomsbury,CLL2,2018-03-13 06:00:00,85.07692,46.29416,25.29346,10.677,2.34721,13.2,10.1,2.1,2.4,11.1,7.7,3,327,4.6
London Bloomsbury,CLL2,2018-03-13 07:00:00,148.88461,61.4955,56.9937,6.03699,3.55435,15.9,12.6,1.8,2.3,14.1,10.3,2.8,329.9,4.6
London Bloomsbury,CLL2,2018-03-13 08:00:00,161.22602,65.13892,62.66637,8.18237,3.8226,21.2,15.6,5,6.3,16.2,9.3,2.4,326.8,5.1
London Bloomsbury,CLL2,2018-03-13 09:00:00,112.33305,61.73127,33.00162,14.46883,2.5484,18.9,13.5,4.5,6.3,14.4,7.2,2.6,297.3,6.4
London Bloomsbury,CLL2,2018-03-13 10:00:00,94.1623,53.63994,26.42799,26.19356,2.68253,18,9.6,2.8,2.6,15.2,7,3.3,288.1,8.2
London Bloomsbury,CLL2,2018-03-13 11:00:00,94.10978,53.22928,26.66157,28.88776,2.34721,17,7.8,3,1.4,14,6.4,3.5,290.9,9.4
London Bloomsbury,CLL2,2018-03-13 12:00:00,121.94359,59.2158,40.91,20.75528,2.61547,17.1,9.4,2.5,0.8,14.6,8.6,3.6,288.8,9.5
London Bloomsbury,CLL2,2018-03-13 13:00:00,104.298,61.26859,28.06306,26.19356,1.94483,15.8,7.6,2.4,1.7,13.4,5.9,3,281.5,8.4
London Bloomsbury,CLL2,2018-03-13 14:00:00,119.16021,64.72109,35.50427,26.49292,2.21308,17.7,7.4,3,0.9,14.7,6.5,3,275.5,8.1
London Bloomsbury,CLL2,2018-03-13 15:00:00,69.63704,49.58052,13.08052,30.98324,1.54245,17.6,10.2,1,1.4,16.6,8.8,3,276.7,7.5
London Bloomsbury,CLL2,2018-03-13 16:00:00,72.15783,48.41747,15.48307,33.72733,1.47539,15,7.4,1.3,1.6,13.7,5.8,2.6,287.1,6.9
London Bloomsbury,CLL2,2018-03-13 17:00:00,41.3831,36.82945,2.96981,37.41938,0.60357,13,6.4,0.2,-0.3,12.8,6.7,1.6,286.7,6.8
London Bloomsbury,CLL2,2018-03-13 18:00:00,75.09877,64.5077,6.90732,14.81807,0.80476,12.6,8.8,0.1,-0.8,12.5,9.6,0.4,186.2,4.6
London Bloomsbury,CLL2,2018-03-13 19:00:00,88.54302,69.61212,12.34641,6.6856,1.07301,16.4,12.4,-1.2,-2.8,17.6,15.2,2,191,3.5
London Bloomsbury,CLL2,2018-03-13 20:00:00,71.4226,61.90599,6.20657,14.06969,0.87182,17.2,12,0.8,-0.3,16.4,12.3,1.8,194.8,3.3
London Bloomsbury,CLL2,2018-03-13 21:00:00,54.6698,51.3441,2.16896,29.68604,0.60357,17.1,11.8,1.6,1.3,15.5,10.5,1.4,189.6,2.8
London Bloomsbury,CLL2,2018-03-13 22:00:00,50.2584,47.54668,1.76854,31.68174,0.46944,15,7.8,1.7,0,13.3,7.8,1.9,193.1,3.2
London Bloomsbury,CLL2,2018-03-13 23:00:00,35.81633,34.23023,1.03443,43.15701,0.33532,11.8,7.8,1.6,2.7,10.2,5.1,1.9,171.6,3
London Bloomsbury,CLL2,2018-03-14 00:00:00,39.11679,36.99212,1.38567,41.44404,0.62628,11.9,5.9,1.1,1.6,10.8,4.3,2.1,179.1,3.2
London Bloomsbury,CLL2,2018-03-14 01:00:00,39.78515,38.24305,1.00573,42.64146,0.26841,13.3,7.2,2.2,3.5,11.1,3.7,2.1,171,2.3
London Bloomsbury,CLL2,2018-03-14 02:00:00,35.66944,34.02454,1.07278,41.41078,0.1342,14.6,6.2,4.8,4.6,9.8,1.6,2.3,163.9,1.9
London Bloomsbury,CLL2,2018-03-14 03:00:00,35.77497,33.61604,1.40802,39.06583,0.46971,13.8,4.8,3.2,2.8,10.6,2,2.7,161.7,2.8
London Bloomsbury,CLL2,2018-03-14 04:00:00,30.44566,28.08111,1.54212,42.95744,0.60392,9.4,4,3.5,1.2,5.9,2.8,3.3,173.9,4.4
London Bloomsbury,CLL2,2018-03-14 05:00:00,37.78006,33.92481,2.51433,33.17851,0.53682,11.5,4.8,3.1,3,8.4,1.8,2.7,160.8,3.8
London Bloomsbury,CLL2,2018-03-14 06:00:00,64.00449,48.06947,10.39255,19.35829,1.34204,12.1,4.1,0.2,0.2,11.9,3.9,2.9,153.8,3.6
London Bloomsbury,CLL2,2018-03-14 07:00:00,95.71652,56.29021,25.71317,13.77033,2.01305,15.8,6.8,1.1,1.9,14.7,4.9,4.1,171.5,6.7
London Bloomsbury,CLL2,2018-03-14 08:00:00,102.73433,55.80313,30.60773,20.45593,2.28146,24.9,10.7,3.9,3.3,21,7.4,4.6,167.9,8.5
London Bloomsbury,CLL2,2018-03-14 09:00:00,64.05725,39.84631,15.78997,40.76217,2.61697,18.7,7,2.7,3.3,16,3.7,5.5,169,10
London Bloomsbury,CLL2,2018-03-14 10:00:00,46.2753,30.13467,10.52664,52.03788,2.81828,14.1,4.7,2,1.6,12.1,3.1,5.9,167.6,10.9
London Bloomsbury,CLL2,2018-03-14 11:00:00,44.16468,28.94931,9.92321,57.07702,2.88538,14.9,2.8,2.9,0.6,12,2.2,5.9,161.9,11.4
London Bloomsbury,CLL2,2018-03-14 12:00:00,33.82265,23.13077,6.97306,64.11186,2.68407,15.8,6.7,5.5,5.4,10.3,1.3,6.1,159.2,11.4
London Bloomsbury,CLL2,2018-03-14 13:00:00,33.295,24.50504,5.73266,62.66498,2.68407,15,4.1,2.8,1.4,12.2,2.7,6,156.2,11.1
London Bloomsbury,CLL2,2018-03-14 14:00:00,39.83791,30.01989,6.40315,59.77122,2.75117,15,7.2,2.8,3.7,12.2,3.5,5.7,151.3,10.2
London Bloomsbury,CLL2,2018-03-14 15:00:00,NA,NA,NA,47.83028,NA,22,6.3,1.7,3,20.3,3.3,5.3,139.8,9.3
London Bloomsbury,CLL2,2018-03-14 16:00:00,62.52706,47.77431,9.62149,37.07013,2.68407,17.5,10.7,3.2,4.5,14.3,6.2,5.8,140.1,9.1
London Bloomsbury,CLL2,2018-03-14 17:00:00,61.10239,47.48052,8.88395,37.51916,2.21436,18,7.8,3.9,2.7,14.1,5.1,4.9,134.9,8.1
London Bloomsbury,CLL2,2018-03-14 18:00:00,65.90404,50.74008,9.88968,39.46497,2.48277,14.9,10.4,1.8,3.3,13.1,7.1,4.9,134.9,7.8
London Bloomsbury,CLL2,2018-03-14 19:00:00,44.9034,37.65553,4.72693,51.38928,2.14726,15.7,6.1,2.6,1.4,13.1,4.7,5.1,136.3,7.7
London Bloomsbury,CLL2,2018-03-14 20:00:00,48.22762,38.04977,6.63782,49.29379,2.28146,16.4,9.5,3.4,4.5,13,5,5.1,137.2,7.6
London Bloomsbury,CLL2,2018-03-14 21:00:00,53.39863,40.65062,8.31404,45.20261,2.61697,11.6,6.8,2.5,2.9,9.1,3.9,4.9,134.9,7.4
London Bloomsbury,CLL2,2018-03-14 22:00:00,76.72096,47.72951,18.90773,35.72303,3.01958,10.8,6.9,2.8,3,8,3.9,4.7,133.6,7.2
London Bloomsbury,CLL2,2018-03-14 23:00:00,88.43489,52.6068,23.36647,29.23701,3.8248,12.2,5.5,3.7,3.1,8.5,2.4,4.7,127.9,7
London Bloomsbury,CLL2,2018-03-15 00:00:00,53.8535,35.99476,11.64717,43.37321,0.80586,9,5.6,2.5,2.4,6.5,3.2,4.9,137.4,8
